,df3952cd-2a69-4685-a128-4707ebaf936d,b4d90c3d-c174-4379-bb7f-735956bc43d1,d49349f0-da3e-4573-b780-1fd1e9a75b86,9c88ac16-1131-4894-a89b-9819b197dc04,449f8345-f732-4c63-85fd-40444b088fb1,d2adcb6e-4f00-4b90-a4b5-ef8587232318,b8024b43-c91a-41c3-8440-dc5e287b616e,aecce2be-add3-461b-928c-2fdfbece0b9a,654e33c8-374f-4ce8-a550-f97c2bb093f6,10de5540-33ff-47fb-acf2-5f267b263fa8,779388eb-8467-40c0-87a6-4a3c29ac5d03,6ddd0ff8-3331-498d-991c-a864fa654202,a7e93e70-6e34-4264-84fe-3c5450e2a4c0,a4017d00-9cba-4fe7-a119-5af49e954985,8562a7aa-a694-4241-87e0-eebc8c5939b6,baaa9216-5723-4c6d-9131-fbe2932c894a,4f41b882-4bd7-4829-b58b-ecd727aacb08,5759aaab-b7f9-4f26-8220-3bf108ce2a05,72b2404a-d1e8-431b-b88e-ba074a93fcc7,fbe23aa4-6022-43fd-84a7-816fc26aa70b,43ed0e15-cbd1-4874-a80f-3476a933d269,20546ab7-8bc8-4afe-92f0-1f8187bd0fee,04af9077-0b70-4fed-8a2a-20dcde777ee2,94aee06f-a78c-4b09-899b-c2adc4236d59,fdbc648c-6156-4318-9b42-38cd6ae8b55d,ccc33547-bc30-418e-8199-2c8d72463d8e,8fbc742d-250d-449d-881c-cb4e8aaf9963,abc68835-423f-457b-a799-092b2773f6f2,7b618efb-e77b-45d8-8cc9-013091c47850,26089d4b-1d2b-449d-b2c8-c4bffd8d528c,98b61247-e6be-41c9-82fb-0707aed560bf,113795b5-2370-437e-abe7-b8af9b8b7e6d,a6227213-4b2d-4724-856c-5bea2305eef3,f8a645f2-d3a2-4cae-a72f-e1d60bd82521,45718b04-9e75-473d-8379-0c2b7c19a558,80830c09-b64b-444b-9345-ea0b95d29961,eadde7b6-e84c-4024-a757-27c6bd7f9898,015d9212-a8b5-41cd-ba0f-15d58cee8812,50263829-8b9a-4ce1-93cc-43fa3ff76c36,f2c1fdf5-fb77-46c2-ad66-6f619a1182d6,65a73095-0cdf-4fd4-baf4-df819119f677,fb727248-4e01-4c6d-b12b-1d5b7ca4baa8,142cee17-f038-4def-898e-06a44cb0a64d,52aada7e-991e-4592-8ea1-cae3bba3485e,af7e5686-500b-427d-8837-d0de43b2c6c5,2fcbfc64-7b10-4b42-8006-8a08c26faf99,4d2e2283-d9d8-45a3-a0d0-c77f080ce962,53baf666-fde5-4fb3-b4bc-8573b88c4c6c,4c77757e-519c-47f1-badd-3ed502c37629,2b3f8df4-dd8b-4513-9969-a07939471426,ce1a4049-39d6-4ee0-b749-736e9f5d4a75,bf7b2929-6c9e-4def-839e-1f3d0da421dd,d3e5d69d-17f4-4f56-95d8-33c772e3147f,812c8bc3-4ea9-41d2-9976-34877d45898b,eca73ec1-d809-4706-87e3-fd99181756fb,4740481c-2af3-49c3-b3d7-7a338282e646,fdf46855-e0fb-4b1b-9c90-2edea22873d6,3f092dde-71fa-42f6-b52d-77a6d01e7d07,35fba664-a88b-48dc-acd8-760420c0de3b,3ff7129d-93a7-48e2-995c-2f5bee0ab24a,94f0fd64-596a-4db6-8504-27d00ae739b9,53af003f-3a7f-4e89-8a44-389a7faa480e,33c58663-dd1a-454b-8c54-a465109b8019,9ebac7d2-9de7-4ba9-b635-feffd1f04be8,426c7680-32f7-4f5b-9ed2-e86947a09d1e,3b01d7c2-6b03-4f89-9a4a-2319be55878a,90bb103c-eeda-4413-9efa-3d67bcd82839,fcfd8c8c-9f44-4ba6-a34c-ba0ead2d1c79,a394fa35-44c4-46ff-829f-595e659ea86f,59569e70-0fba-44d9-8221-2e30f50e9c83,cde33ec3-91ac-4c33-a68f-b08e142e04a2,e3b39a93-04d2-4428-9b19-e30de286055f,d74ec796-b1ef-4836-9392-409047c97003,70b58c19-122f-4698-961e-7f71dd514dac,3e0ced40-94e0-4887-be2f-2518c9a099fc,b96b2f74-85af-47dd-b99e-cd5c95dff6cd,05cd62a2-15b9-4baf-b164-db66520d985e,2e0a4654-d541-455b-946e-b9adcd131955,ee287df7-b6a6-4761-9fbf-f0b6a7bad370,8a7d1562-3cf2-474e-8d7c-2fc4025eb8e1,fed28e91-27a6-4d8f-b66c-85c29faaa4d5,96d24a01-b8d2-4219-84c1-f7aa886716f7,aaae5cc2-732a-4101-968f-473fa165f8f3,500628e5-2fd9-47e9-8fe7-f89ccdc907bf,ee5bef82-48ff-4fea-bb80-4a8897cb971d,e581bba5-c0e5-4517-92a6-2f805f5cd376,34d09f80-34ae-4d5b-b81e-da473c28e3cf,13e6ddbf-0c45-4bb6-8631-28e294988082,b308e822-f623-454a-8eb9-6a53b4158d14,4cdc4bc3-b5f5-4cd9-9563-c016ceb29bc3,b455efbe-4c4a-446c-9d60-df4bfd282af2,6479a950-0637-4333-93ca-ed37a617989b,c2c0ab8a-bca2-4461-8e42-0d4df70fd0e6,364ffa19-1510-4cfa-a6a5-561037963b51,af8d572a-f20d-4cf4-8bc0-aff3dd8e1ce7,ffd91203-3937-4efd-a691-8ac716bc8883,2d212b26-e08d-482e-b65b-4d397f08a024,1e8ac9ce-7e05-4367-a409-0ab4e9a7fd24,5b4f993d-2919-4529-956c-df8756f67c57,65f988d8-ad7c-4041-98e0-de0ffb57271c,cb84a2e3-c183-462e-a8c1-d8bf7b338ab2,36d09982-af60-42e1-b9eb-2dde51a64daf,7b48fc83-e90c-4cc1-8f97-75194e8e53ea,f32b3b68-4b47-4ca2-b286-504f10fadd24,79c4d594-80c3-4f59-94da-877648d3a7b8,86fdb729-e0d8-4caa-9f8d-7c45dde93133,995f09f3-af9d-4af1-adaf-7ca167fa19e6,52e4b1c8-5d1e-4947-b737-a3a68c2e95c1,d2ce968e-145d-4e3b-acb6-2d348f60b9e6,3c478500-0e41-482d-a31c-95985f18c326,686426f3-11f3-44b1-bae3-b75742244513,aef874a7-de2a-4143-95fc-5af99e2fb719,1bff2ada-3bd5-4d79-a4cd-908ec885f43e,f9bcadb2-fc9e-4366-8e51-c1bd5c76e64b,8c0d5dcb-4e10-4dd4-b99e-971ac97deefa,920fa077-2cc9-4f8f-b448-6afb1ac7d03f,58dac2e9-7732-4144-b977-e81832f7a694,755360c4-de85-46dd-b9bc-95b115361154,00fb1709-3c81-433a-ac43-378be5cc19ec,e90aab3a-f6ce-4c87-9508-8bc3f8250208,99a9c9e6-f91b-4336-9d8e-15ed9e96aaab,0490a198-b53f-460d-8bff-d1a59c384226,888fcbba-c4e9-4295-ae9e-68d331598632
PCDH15,77.11346303501945,52.55891050583658,57.40186770428016,54.839533073929964,53.53587548638132,71.89992217898833,66.2820233463035,57.2063813229572,71.83673151750973,53.95719844357976,49.051517509727624,47.09945525291829,54.7327626459144,65.64871595330739,54.222256809338525,56.80964980544747,91.2779766536965,64.2568093385214,53.59548638132296,65.8046692607004,60.17976653696498,65.89867704280155,71.24140077821012,58.55035019455253,61.82739299610895,51.10365758754864,84.14272373540857,63.12062256809339,64.08575875486382,46.15330739299611,54.438910505836574,48.78832684824903,51.18692607003891,61.6588326848249,47.82147859922179,37.79455252918288,64.39284046692607,70.40669260700389,60.03330739299611,76.3136186770428,54.55097276264591,53.2275486381323,90.97571984435798,61.82785992217899,64.90926070038911,60.87782101167315,74.315953307393,55.86085603112841,62.91035019455253,50.87128404669261,54.438443579766535,68.10941634241244,40.74894941634241,56.55377431906615,77.87735408560312,56.284357976653695,63.22988326848249,57.10023346303502,61.65400778210117,54.7008560311284,52.92980544747082,45.80669260700389,57.18832684824903,45.9031906614786,65.68186770428015,60.6692607003891,56.350817120622565,58.8463813229572,65.34225680933852,71.6144747081712,48.84482490272374,51.1536186770428,63.454007782101165,72.19439688715953,54.072373540856034,63.576186770428016,51.73649805447471,58.57976653696498,55.85525291828794,54.44902723735409,51.87688715953308,57.447470817120625,48.494474708171204,61.55237354085603,79.84420233463035,68.33385214007782,72.04077821011673,56.81603112840467,89.52155642023347,59.9915953307393,57.345214007782104,53.32887159533074,43.00809338521401,63.01898832684825,55.90303501945525,64.69556420233464,56.17260700389105,68.59906614785992,53.98396887159533,47.83237354085603,57.00420233463035,45.37369649805447,55.619922178988325,34.35377431906615,43.105369649805446,59.504902723735405,53.71719844357977,49.73198443579766,55.577898832684824,66.2736186770428,63.6736186770428,70.16217898832684,78.41945525291828,55.452140077821014,57.461167315175096,53.83175097276265,46.03719844357977,55.00949416342412,56.240622568093386,70.16778210116732,63.10972762645915,66.83548638132295,69.92155642023346
PAPPA2,30.6675265710453,23.92879991744918,28.381075224435044,29.768548137447116,27.281704674440203,30.408936126302756,27.416881642761325,25.5189350944175,32.0613971726344,21.8709111546796,27.92704571251677,23.004230729542876,23.76359508822619,37.08595604168816,36.00474667217006,30.899184810649057,33.43617789701785,26.243731297079766,28.078010525229594,29.801568465586627,46.96543184397895,28.367454339077494,27.888040449901972,37.174904550613974,32.00536580332267,22.12042100918378,33.972242286657725,31.970591270250747,34.19409761634506,19.41161902796409,22.394799298318027,20.65081002992467,30.102259828707048,31.888350015478277,31.7013724073883,17.58301516871324,48.5630997833041,29.196264575379217,30.800536580332267,31.87266535961201,35.31947167474977,22.26147972345475,40.61851202146321,29.745537096274894,24.02992467237643,31.064389639872047,34.43669383964503,29.14446393561036,31.1460117634919,23.313177174698172,30.002579713135898,32.102878959859666,17.834898359302446,27.074398926839336,32.244969559385,24.381487978536786,26.64214219378805,23.36342998658549,31.359508822618924,28.34299865854917,30.54122381591167,46.70828603859251,24.877618408832937,24.896398720462283,32.24414405118151,26.712723145186256,31.67392425962233,30.88752450727479,27.00350840986482,28.78836033433082,21.57713342276339,21.930966876483335,33.59735837374884,34.448044577442985,28.301929625425654,34.18264369002167,27.39541842947064,29.10422041069033,23.87648333505314,32.26983799401506,20.43215354452585,29.693736456506038,25.952223712723146,30.25508203487772,31.33381487978537,32.64874625941595,37.42823238055928,23.970384893199878,31.97977504901455,33.92549788463523,24.537096274894232,26.582086471984315,18.381591167062222,31.78815395727995,26.568671963677637,34.43174079042411,25.08120936951811,27.01558146734083,45.80972035909607,26.841605613455783,30.205654731193892,17.950263130739863,24.539056856877515,14.214013001754205,32.08595604168816,31.477453307192242,24.497059127025075,22.126096378082757,27.58528531627283,44.04282323805593,25.965535032504384,27.62243318542978,35.94685790940048,39.97667939325147,28.573212258796822,28.441027757713343,26.601279537715406,29.51759364358683,27.28490351872872,35.395418429470645,26.241151583943864,28.214941698483127,37.898772056547315
ZFHX4,58.5669448605464,41.75133747057565,44.5948355802839,43.522790498609034,39.98716028247379,55.18332263356873,52.67536914187888,45.79135459019901,51.56680219701833,42.37855767173122,37.573293387545476,39.1876025394108,46.151936657393534,59.501034310578504,53.24602325415508,44.95292103573721,68.58142520864541,48.50724017404951,41.49261716242243,48.39681860332406,46.31271845352735,50.095441900278196,54.29367287253014,47.74898352236251,51.024466795063844,40.436193737071115,65.229331621371,47.48270204722163,50.243954632998076,35.82587916399172,42.73364719309509,36.96490477209501,41.40666238676082,49.85790712604323,39.4353377559027,30.330194735715814,51.6985519651901,55.36778657536201,45.27505528211713,60.563806262928885,47.069548469933665,42.158142520864544,69.48084742135673,45.561452314715744,43.29531350310293,47.68663956059633,59.32013695698694,43.16085312789785,49.11420215421927,38.36001141308225,49.46793637206648,51.28447107496969,33.66067479848777,41.989157571866755,59.64961837506242,42.47421356730152,48.28254511734075,42.892574363364005,47.12497325058849,42.17775875597403,37.14951137741637,60.15036735858478,47.91547185961909,45.66966260075612,50.68064769241743,48.62493758470647,46.491547185961906,46.16113845495399,50.841643483843356,55.653684285612385,38.88066195877024,38.3392538697482,49.51851059276696,51.6886368499893,43.2535130893787,51.703045866324274,57.93772736999786,44.2115700121264,38.6190170482916,37.94257792995221,38.834724302732006,45.90263214209288,39.64134389043441,46.90648405735074,45.67972037948498,53.17404950424424,52.72572936728725,43.867679577715954,64.49868036236536,47.24381196947,44.367572580069904,41.80134103716385,35.690776802910335,47.786789357300805,46.68685355588844,50.030601326770814,44.14879805977602,55.25658035523219,42.88073329053427,39.5090947999144,46.566374206434126,35.19188244525287,43.670803908980666,26.679863043013054,60.451316071046435,46.26892075041016,41.197588986375635,39.136315001069974,40.26378486339967,51.960981525073116,48.3014480348099,50.32220557814395,58.71852485911977,48.26478350809616,43.087452742706326,40.7884299878736,37.36543262714887,43.01119908695342,45.75975461873172,55.04936158071189,50.31143448177473,52.90006419858763,54.361224053070835
FAT3,39.94650551760378,28.704046242774567,34.67524960588545,34.464792433000525,30.80115606936416,40.06516027325276,35.949921177088804,30.382291119285338,42.214976353126644,29.617813977929586,27.26106148187073,27.722175512348922,30.822070415134,36.28712559117184,32.82112454019968,36.31345244351024,44.779663688912244,34.979978980557014,28.822543352601155,36.29017341040463,21.79921177088807,35.14450867052023,37.92291119285339,42.207672096689436,40.130688386757754,29.067314766158695,45.21933788754598,39.011508145034156,43.02128218602207,22.13005780346821,30.236521282186022,28.935575407251708,28.74897530215449,38.876878612716766,30.382133473462954,21.983604834471887,35.65990541250657,38.05895953757226,36.93394640042039,42.22138728323699,36.56353126642144,28.44277456647399,41.803993694167104,35.628744088281664,28.793011035207567,36.94125065685759,39.80320546505518,35.17104571728849,39.90683131897005,27.910299527062534,30.964266946925907,39.44466631634262,24.063110877561744,32.873830793483975,43.003941145559644,28.387756174461376,35.0260641093011,30.4569626904887,39.32559117183395,32.9940620073568,29.630846032580138,21.800630583289543,34.258749343142405,25.991382028376247,39.37430373095113,34.955648975302154,30.282921702574882,38.51686810299527,34.47771939043616,38.21371518654755,26.75086705202312,26.195743562795585,40.86594850236469,40.261797162375196,35.32737782448765,41.24461376773515,29.373357856016817,34.51471361008933,28.868418286915396,31.677193904361534,28.061639516552813,36.68081975827641,32.21686810299527,37.52249080399369,30.36936416184971,41.22963741460851,43.504203888596955,31.643825538623226,45.05838150289017,39.421965317919074,31.31024697845507,33.48444561219128,24.459222280609563,34.027798213347346,34.33589069889648,40.77509196006306,32.083762480294276,36.19180241723594,32.967577509196005,30.5867577509196,35.58922753547031,24.789385181292694,30.006253284287965,19.30966894377299,42.32086179716237,36.220336311087756,29.679978980557014,27.605622700998424,33.25575407251708,41.23568050446663,34.98118759852864,36.88034682080925,47.28754598003153,37.15023646873358,35.081082501313716,34.79143457698371,29.210930110352077,34.52995270625328,33.612821860220706,43.79674198633736,34.64256437204414,36.7757225433526,40.9106148187073
FLG2,71.6605655414292,58.21372205173169,63.73969750109601,74.51523454625165,63.55381411661552,75.56291100394564,67.4233888645331,62.98158702323542,76.77619465146866,53.57584392810171,63.06389741341517,53.64302937308198,59.3255151249452,72.40738711091626,80.86858833844805,60.29131959666813,85.61190267426568,63.21821569487067,66.82913195966681,80.19081543182814,96.92086804033319,65.83176238491889,70.28134590092066,68.51764576939938,64.40914072775098,50.33987286277948,91.57178868917141,66.28068829460763,69.8427224901359,50.89127575624726,53.90420868040333,49.36990355107409,71.7371766768961,62.740683910565544,58.408373520385794,39.134918895221396,79.38448049101271,72.03014028934678,65.89489259096888,73.9798334064007,94.84327049539675,51.6968434896975,96.21131082858395,71.0480052608505,57.721832529592284,71.90015344147304,84.84798334064007,54.16440157825515,76.88097325734327,51.83669443226655,73.56521262604122,74.86058746163962,46.30523893029373,64.58373520385796,80.80545813239807,57.58362560280579,57.67525208241999,59.439609820254276,75.33976326172731,66.71942130644454,76.88250767207366,109.73049101271373,64.92010083296799,60.492766330556776,72.43928101709777,63.19958351600175,76.23958790004384,77.20758439281018,64.39324857518632,68.09195528277071,49.28540113985094,52.857518632178866,73.67514248136781,70.98005260850505,62.37932924156072,71.31554142919772,67.7753178430513,56.3170758439281,61.483779044278826,77.00624725997369,52.02444103463393,71.25482244629548,66.5128233231039,69.91626479614204,76.14839982463832,82.52663305567734,68.39270056992547,57.317843051293295,74.14017974572556,72.92799210872424,64.89752301622096,68.45243314335818,51.08790004384042,64.75942569048662,58.40168785620342,86.19563787812363,64.10170977641386,68.28945637878124,110.3266111354669,66.9681060938185,78.78123629986848,42.59743533537922,60.37900043840421,35.127685225778166,74.53989478298992,59.84765453748356,58.190267426567296,50.060170977641384,63.49923279263481,100.22369574747917,62.970955721174924,70.27805786935555,81.5403331871986,85.1821569487067,70.81126698816308,54.341845681718546,69.83790004384042,68.39960543621218,62.6873081981587,70.70889960543622,61.47599736957475,62.864861902674264,81.93971942130645
BAI3,83.52895174708819,59.690016638935106,61.73727121464226,59.29450915141431,41.64708818635607,76.68402662229617,77.86272878535773,63.89251247920133,72.71397670549085,62.64991680532446,53.659234608985024,54.367054908485855,60.38885191347754,61.063560732113146,45.46805324459235,58.71697171381032,96.99883527454243,66.02778702163062,50.47554076539102,65.29317803660565,37.82678868552413,68.5116472545757,79.52811980033277,63.79584026622296,56.40698835274542,57.7414309484193,93.10299500831947,66.01613976705491,69.80831946755407,44.8,57.98036605657238,50.27088186356073,58.13044925124792,63.18435940099834,41.73477537437604,43.64242928452579,58.784193011647254,75.51464226289518,64.01314475873544,85.87337770382696,61.11098169717138,58.838602329450914,83.73727121464226,64.92595673876872,63.59034941763727,64.66655574043261,50.50648918469218,57.44193011647255,64.5226289517471,55.956239600665555,52.893011647254575,71.50465890183028,47.29983361064892,57.465890183028286,86.82196339434276,61.47004991680532,68.04941763727122,65.70116472545757,63.76589018302828,57.453743760399334,45.13111480865225,46.37753743760399,63.85241264559068,37.23777038269551,69.7603993344426,68.43993344425957,60.94808652246256,63.04442595673877,74.12079866888519,79.03993344425957,56.574875207986686,53.23643926788686,67.4377703826955,75.45241264559068,57.824792013311146,69.11014975041597,59.57770382695507,59.97038269550749,60.18219633943428,54.21264559068219,54.71996672212978,59.31314475873544,53.43943427620632,64.47254575707154,63.117138103161395,71.83793677204659,73.60698835274542,61.989517470881864,96.1811980033278,69.6,62.17071547420965,54.85740432612313,50.81630615640599,66.88569051580698,63.743261231281195,68.0675540765391,63.49417637271215,80.62379367720466,39.395341098169716,47.69667221297837,63.686522462562394,48.99517470881864,60.866888519134775,38.198502495840266,87.6838602329451,61.865890183028284,61.025623960066554,54.04442595673877,57.401331114808656,51.509317803660565,70.14459234608985,75.78901830282862,79.63477537437603,60.25640599001664,62.64891846921797,56.865557404326125,45.679034941763724,58.85906821963394,63.35990016638935,72.57820299500833,69.15757071547421,76.60848585690516,71.37271214642263
TG,53.00627218934911,41.41609467455621,52.442958579881655,51.44769230769231,49.31136094674556,53.74414201183432,47.60686390532545,42.2007100591716,60.24804733727811,40.602130177514795,39.03313609467455,39.21443786982248,45.157396449704144,73.76520710059171,50.70295857988166,53.14284023668639,57.840118343195265,50.4189349112426,49.45940828402367,52.56047337278107,59.13786982248521,49.89065088757396,50.117633136094675,67.27751479289941,58.15585798816568,39.37029585798817,56.28899408284024,56.74958579881657,61.23917159763314,32.52863905325444,42.28011834319527,37.043313609467454,36.994437869822484,54.17526627218935,47.75751479289941,29.964615384615385,64.67846153846153,49.625562130177514,57.61751479289941,56.336094674556215,59.0894674556213,38.8287573964497,63.99846153846154,52.20473372781065,37.11171597633136,57.30863905325444,49.69266272189349,53.292544378698224,58.92958579881657,39.133136094674555,47.62733727810651,58.62639053254438,33.55266272189349,48.143076923076926,59.0414201183432,39.455976331360944,48.03751479289941,42.67337278106509,61.976213017751476,51.43857988165681,45.17230769230769,52.573846153846155,48.107455621301774,45.48970414201183,59.982603550295856,48.99585798816568,41.52662721893491,56.10426035502959,45.16414201183432,50.31218934911242,36.03751479289941,34.98733727810651,60.55183431952663,58.1603550295858,52.59360946745562,60.48153846153846,57.8610650887574,53.9207100591716,42.44733727810651,40.58011834319527,39.93467455621302,52.4291124260355,48.34165680473373,55.78497041420118,40.57834319526627,60.751479289940825,71.16461538461539,42.56414201183432,58.81467455621302,57.09254437869822,43.29420118343195,51.53502958579882,36.58059171597633,54.792426035502956,46.044023668639056,64.98189349112425,44.79443786982249,49.40497041420118,48.19136094674556,48.85550295857988,54.130414201183434,29.52568047337278,42.39846153846154,26.686153846153847,55.23905325443787,56.39171597633136,41.198579881656805,38.57183431952663,48.90757396449704,98.63242603550296,46.300118343195265,49.53230769230769,69.88899408284024,63.53585798816568,50.3301775147929,50.359408284023665,44.244852071005916,53.13076923076923,45.991834319526625,68.55656804733728,46.555976331360945,45.859289940828404,61.42662721893491
COL6A3,47.56823890594474,33.781468043538936,41.021397339287375,41.06977393245884,39.264396688064004,45.89245511210345,40.305702856079634,36.69708810121872,49.99981393618011,34.96260117220206,32.33007721648526,34.467857475113966,35.57205321425249,49.66582937947716,32.590938691971346,42.20764722299749,52.215089775793096,39.22504419015723,38.2140664247837,41.47176481533166,45.02204856265699,40.786212670946135,43.190343287747694,48.698669643687786,47.935435854498095,32.92892362080193,50.06335473067262,44.53297981207554,50.536328960833565,27.022978881756444,35.654386454553915,31.820076286166156,33.71346171736906,44.790399106893666,37.479951623406826,26.95543771513629,51.2264396688064,44.0979626011722,43.76760628895711,48.367662108103076,43.65531677365336,32.86929016652712,54.26058237975626,40.648618476137315,38.70248395199553,43.5308400781468,34.941296864824636,42.29686482463485,46.38022141594567,32.786026607126246,36.357242534189226,46.69662294166899,28.448413805935434,40.17164387384873,49.49418550562843,34.77570006512234,39.582193692436505,35.956181970415855,48.22885849846497,40.70871708996186,33.66164294352963,25.250162805842404,40.37612801190809,30.21425248860359,43.919434365987534,42.07870499581357,34.11526653642199,42.8535677737464,41.9705088845474,45.96855521443855,31.39919992557447,30.661549911619687,48.52088566378268,47.3967810959159,31.415108382175085,50.8801748999907,35.21313610568425,40.959717182993764,33.02483951995534,36.94138989673458,32.85189319936738,43.04242255093497,37.2377895618197,42.98809191552703,35.913294259931156,49.53093311005675,54.47195087915155,36.63177970043725,48.746395013489625,45.9467857475114,37.266908549632525,39.482928644525074,29.768536608056564,43.23974323192855,39.73811517350451,44.29919062238348,36.29277142059726,43.54860917294632,39.89775793097032,35.47632337891897,43.156107544887895,26.88277979346916,37.453344497162526,21.85003256116848,48.98827797934692,45.264024560424225,33.51521071727603,31.96818308679877,38.58079821378733,50.903246813657084,40.63419853009582,42.57047167178342,53.761094055260955,46.05935435854498,38.40478184017118,40.4157596055447,34.56516885291655,40.815703786398736,41.49260396315936,53.84435761466183,39.11815052563029,42.981300586101035,48.86147548609173
MYCBP2,79.30150651465799,56.06202497285559,59.51180781758958,57.15255157437568,54.482016829533116,76.11583876221498,70.07145765472313,59.38565418023887,71.69075732899023,56.19659337676438,48.18763572204126,49.427931596091206,57.86115635179153,63.542616720955486,54.60450597176982,56.53515200868621,93.99138165038002,68.13036102062975,48.13307546145494,64.22801302931596,61.26296145494028,66.08869435396308,75.55686753528774,63.943200325732896,66.94130021715526,54.85715255157437,89.50644679695982,67.61102062975027,69.86434581976113,44.73255971769815,58.054628121606946,51.045127578718784,55.89766558089033,64.88531487513572,50.704804560260584,39.960029858849076,58.23493485342019,69.4714983713355,63.382871878393054,82.53494842562432,59.8232220412595,55.37208197611292,79.28230184581976,62.169923995656895,58.85192725298589,65.74850705754615,61.854845276872965,56.23602062975027,65.95799402823019,52.02504071661238,66.62812160694897,68.61421009771988,36.58679424538545,58.17331704668838,81.93607491856677,57.27700868621064,63.70819761129207,59.457383279044514,64.54750271444082,58.28542345276873,50.41300217155266,44.325529315960914,60.017779587404995,48.04885993485342,48.598805646036915,62.216951682953315,39.08346905537459,62.455551031487516,67.59697339847992,54.19584690553746,51.097312703583064,50.367331704668835,63.26750814332247,72.13042888165037,57.82586862106406,66.54098805646036,54.19564332247557,61.22041259500543,52.947950597176984,53.212404994571116,51.31039630836048,59.446864820846905,52.55014929424539,61.77870521172638,60.07064332247557,69.36142779587405,74.4685124864278,58.595751900108574,93.24552117263843,64.08638707926167,59.39657980456026,55.875542888165036,46.95134364820847,63.381378935939196,61.080686753528774,63.54906351791531,59.113056460369165,74.44930781758957,56.08441910966341,50.406623235613466,60.199443539630835,43.3453447339848,58.1049131378936,37.374049945711185,81.01967969598263,58.77823018458198,56.08604777415852,51.582111834962,57.55320304017373,52.70500814332247,67.71756243213898,73.08150108577632,81.22224484256243,62.38884364820847,54.714983713355046,54.585029858849076,47.827022258414765,59.92162052117264,57.3642779587405,71.98988870792617,63.91938110749186,72.33821932681867,74.32267915309447
APC,75.8476777871227,53.67489019717783,50.045603214652836,49.70563498738436,45.03831417624521,74.28502009158022,66.26072329688814,55.798243154845345,57.75946173254836,54.12484814503318,49.225492944584616,49.27277824502383,56.57929165498552,60.25147182506308,54.74142603495,48.92589477618914,87.12139052425007,65.47341369965424,49.11344734136996,54.02373609942996,70.25063078216989,62.03111858704794,73.10185963928605,59.40650406504065,60.06139613120269,51.68040370058873,89.4679936454537,56.57835716288197,56.84777123633305,43.101112045603216,54.45612559573872,48.072703485655545,55.05008877674984,52.55041584898608,40.660685917204,38.53845435006074,56.019904681805436,69.38575834034202,52.118680497149796,79.96729277637604,56.493692178301096,53.89786001308289,90.24007102139987,52.460611157835714,66.35435940566302,53.894776189141204,76.69115035977946,47.61667133912719,54.86505934024858,51.28801046631156,55.834594897673114,56.270255116344266,43.750303709933654,47.009344921035414,80.23614615456499,54.131389589757966,62.196149892533406,58.95383609008504,53.67666573217456,48.63975329408466,46.1535370526119,77.83926735819082,63.76721801700776,50.33052985702271,58.07195589197271,61.728062797869356,59.755443416503134,51.56508737501168,68.70563498738436,69.89636482571723,49.13718344079992,46.233062330623305,53.41500794318288,58.50200915802262,45.848331931595176,56.84702364265022,51.20072890384076,48.025791982057754,51.42173628632838,55.49855153723951,49.74067844126717,49.660592467993645,45.72282964208952,51.10092514718251,61.744696757312404,57.125502289505654,60.352770769087,57.40332679188861,86.19727128305766,55.23100644799551,44.36202224091206,45.3136155499486,44.73722082048407,53.019437435753666,57.6886272310999,53.553780020558825,57.40715820951313,72.97364732268012,56.81992337164751,41.27960003737969,49.66199420614896,42.359966358284275,55.48733763199701,35.70918605737781,76.47014297729184,49.030651340996165,51.681151294271565,48.90057004018316,45.5699467339501,44.76338659938324,62.25380805532193,70.09587888982338,66.60592467993645,50.06597514251005,48.8287075974208,47.36220913933277,44.249883188487054,49.652275488272124,57.482665171479304,61.17746005046257,59.41818521633492,72.73413699654238,58.44827586206897
