,011fa5be-ece3-441e-896d-40c4b68b7905,069f4aea-081a-46b4-9528-be7e44e1e0c3,0ef10e66-7fd4-4d07-9877-0a9e142e4732,0f321324-0481-436b-912b-fcbcfa1740ba,102b3ede-8d6a-482c-8f8c-904d66780afb,1553d76d-8835-4384-9c66-27d225de04c3,17d265eb-4ac8-4b3d-ada5-30ad3401628b,2090559c-0fe7-417b-80f6-3fb5179fee29,22d00327-e962-4a4e-945b-75d2c9ed4b7f,236fe58d-18f3-42f7-af7c-5e82c62aae70,24a1145e-6cdc-4232-af99-15e7b1779b7e,29e5b38e-4648-4beb-8628-a2ffa09e5a5b,2defc198-6b45-4678-991c-9d5b0de089e4,30b22957-5f72-408c-85af-d3d54c13ff94,32bfc702-b93d-42ab-809e-a538ed0b6e46,34bc22c4-aeae-4b65-8bc0-81c43a653374,37941d0c-0412-4099-bdb6-4b751ed985bb,39d19e04-98db-471f-864f-4ca65667dde3,3d81ec72-4295-4a19-ad04-3fff3cf1f91c,408b0c94-dda2-4414-98fa-8bd68f803f43,415234a8-35be-44d6-b6c5-0391b98c15a7,418a75a1-d47e-48e2-b8d3-c5cf81707f58,429e286c-9f4d-4c4a-9e14-faaf526035fc,49559622-64d1-4f8a-9070-bd822bf3cec9,4b6220ee-a4f0-4366-81fc-2d5d76fa0d16,4cb9b4e4-2253-4ec0-b557-768038627ca3,4ea5af8e-c02b-4745-a78d-58d4bc30e4e2,5340d7c1-dc3c-4d4a-9e5f-a4f2f0d37f43,549ec67b-4b32-4615-8943-eb31a5248611,596d535e-804c-4c0c-a720-cf442c255b48,59b21bd1-e768-46b8-8778-bdbea60377da,6056f026-c894-4fd1-a427-db921f58d10e,62766e3c-0392-4320-a6b7-bf8932682c29,6871b3c3-0510-4e02-b838-3022a353061e,6b9ffbbb-82d2-4d85-bc3d-dcae3bf9bd75,7268a915-b727-4288-b330-9e1c62d1818d,7a73c623-4b47-4d8a-bd5f-f110b5916554,7c4ab5fb-7450-40c1-aab0-1ad03da033e5,80d10465-4005-4b7e-b88c-55971fcf32d4,82a65dea-4c13-4df2-a4d8-81ed0875b550,84d59770-b03c-4f5c-a19b-987910f7b71c,877deb5f-aa25-4a0c-98d4-b84fa119d348,87a333b0-a8c1-40e5-b625-25cd508c141e,8b9f04e3-13dd-4051-bf5b-774539cc294a,90e1c8c3-a7e2-4d43-ac39-f8aac4a175e5,916e6849-c05b-4b24-8bb7-d272e4bf8d6e,94ff0aed-a78d-40a5-8559-3ee2072f98e4,9943b9bf-e0e8-4eb7-bae0-853611a40ee3,9a8cebde-0071-4405-8c1c-28dd6ff0dde5,9c9e5200-0cf5-422b-96a3-efce3949bbc5,9e605693-3c13-4e7f-a9c4-e3d17b149d73,a215e3e4-04f2-43a7-a546-2373476aa7be,a491de58-f505-4ec3-8ce0-717901943c8d,a61b12ad-e025-4310-b3c6-352152a4d197,a98c6e1b-8f50-4bf5-8a82-ccfaefd1b203,ad3f49de-5b64-406d-b41d-c02a098e02c4,adcec73f-37c2-4d16-a18b-b9efc0e2a056,b2c9bc0b-3deb-4bab-814c-62d3052584c0,b2ef9fef-318c-4673-ac67-40a85080e9ae,b3698278-2558-415c-896e-94ac896725d9,b609c5b9-cda6-43ac-8b00-28f74aaa5f6e,b64c6ed7-98ff-43ad-91ff-13badc7e4b17,b80b7735-dc4c-4965-b6ed-7c910f2d317f,b91d9f87-82e8-4f47-bcc0-b87fdaa4acec,bc247691-18aa-4421-8e2a-84f22a2e7002,bdbcc9cc-ac8e-4f7c-a08b-72a1c75b6a4b,c81b709f-f27f-473e-bfbf-54d93d5d2f42,c846e9f0-155c-4f65-ac13-82536e6ffdc6,cabb3966-92f9-4d60-886b-d5647b837f90,d07b8988-cd5a-4cd6-a19b-a1f18a3342f3,d489530e-c6f5-4f2d-89d5-220d465f62cd,d7f96826-6058-4c3e-b62d-fc47959bc9c0,d82a7411-9ffb-47a3-ab12-b153385b50b4,da5008ee-bfa3-418f-9f5c-1a690484e2d9,dab10a0e-fd6e-4bba-a65b-2ffb691a2a14,db9ab3db-8ddf-4d27-9018-3e8cb3eeaa93,e53c8be1-db61-4c32-aeb8-33efc3e71671,e5ead5be-a08e-4595-9a3c-dd02934e7534,ec7d4a5f-2745-4058-a0bd-a2e5d22d0a33,edda5930-fa83-4207-85ac-9176100b72f8,f15de1b0-ec61-4342-8166-e64101f1f7c1,fae90369-a2a6-4ff6-b0a1-744303eaca06,fb0cb462-2294-4e0f-b317-15564db7e222
CSMD2,43.56855015330705,55.55321944809461,72.22696744050226,107.87093006278289,152.7224412322967,35.74784640093444,82.20937363118703,56.71681997371879,185.71010366476858,68.43385895751204,56.30062782888013,69.82019272886552,103.73003358154475,43.53883778653818,60.716892977076945,67.05840268652358,63.60293473499781,59.84216673967003,51.99226164403562,48.16768871368083,47.8628996933859,46.57738355964374,48.74295517593809,57.47780697912104,47.53628266900277,47.6770331435246,52.36749890494963,50.79975178858228,43.568915170097824,51.59264126149803,52.17301795882611,70.15600817637612,63.94364140750474,69.13425317564608,95.9028325302964,50.41407504745218,41.323988903489564,46.63199007154329,64.0644619652504,32.59607241933129,49.3017958826106,38.15243101182654,64.00306614104248,120.651700978245,60.321360782596,58.93948021608994,60.296028617316395,62.28631917068185,49.5195648999854,51.57898963352314,36.86479778069791,66.97532486494379,55.45043071981311,70.15768725361367,49.75295663600526,36.2780697912104,50.385238720981164,63.708059570740254,62.615783326033,63.33837056504599,76.38640677471163,49.380639509417435,64.11162213461819,40.38100452620821,76.54365600817637,59.12673382975617,52.1525040151847,64.19433493940721,50.229084537888745,52.02138998393926,53.15155497152869,42.89034895605198,33.23820995765805,120.26317710614688,54.147028763323114,49.77025843188787,61.70192728865528,33.804058986713386,46.04862023653088,99.69192582858811,40.435976054898525,51.36187764637173,55.27544167031684
APOB,67.47326676580978,78.6021528220381,50.38956164577579,57.23907655265208,59.429431343389275,101.3870830677714,60.864952907017916,64.55421004178174,81.12839034062743,64.79038311734297,101.91771121025423,82.95028680688337,48.440195453579776,75.64705049217477,99.31888676439345,61.8121946037816,71.22590468097161,89.3528078747964,54.87238864103109,89.19552439628922,96.99915020182706,90.91126690744282,101.001203880745,88.11033212945259,98.07917286311168,95.06826711989235,105.82720770483677,103.77905247503718,121.04298562424758,65.18221089157991,82.55406840875293,65.42872317824516,97.3591813610934,78.50230153671836,65.81708094327597,50.11436867077403,126.77614899794632,92.76637631895758,85.78039798881099,83.12640747822392,101.72048721761915,97.50676297712627,55.556051271156434,176.73833297925077,77.24573330500672,65.7131931166348,73.96083846753062,83.82649953969266,101.03193824799943,96.22115997450605,85.28843566319665,55.008427165214925,79.9942638623327,78.68677855675944,98.70412860279018,98.32044472771051,100.13398484526591,54.489129665037886,68.26520784646979,68.88683520997097,87.70766942851073,83.8280575030097,50.741661355428086,79.64520926280008,87.91764039373982,82.21393669003612,95.25005311238581,87.25727639685574,103.21549465335316,101.2937469017775,101.24842433255435,98.81948870476594,67.03115926634091,206.81778910842007,102.11337723957227,94.20189788258622,96.27930033283762,107.41271864598825,78.8141066496707,91.14531548757171,79.85171021882303,98.22031017633311,77.08519226683663
CUBN,53.15264875721818,57.36463302368399,37.934973637961335,59.35676625659051,48.00527240773287,68.48606577956315,45.30906351995983,41.13097330320529,73.31199263536698,29.076742823667253,70.2878065110051,62.70667001422713,25.872457946271656,53.314754372750855,69.17591430245209,40.60733115741903,47.06184617959662,56.53460540631015,40.19834295756967,55.9009122102268,53.335592936647416,60.71051970876224,66.50121349066868,65.27701062850447,60.0153150891288,62.74541802661311,67.57586408904511,67.00945685831451,77.37442463804503,65.16319357268391,56.508996568750526,50.71478784835551,48.18478533768516,60.25299188216587,48.45367813206126,47.35944430496276,50.52406059084442,59.54088208218261,54.99062683069713,60.112394342622814,61.11892208553017,65.43208636706001,55.36279186542807,91.54715875805506,52.491672943342536,43.13649677797305,40.60406728596535,36.52154992049544,64.33132479705415,62.4877395597958,69.85195413842162,42.3541718972299,56.80935643150055,50.67403129969035,64.38388149635952,44.24219599966524,64.00870365720981,42.64875721817725,49.126119340530586,51.27943760984183,62.98644238011549,57.372834546824,38.21307222361704,61.62038664323374,46.215080759896225,58.23324127542054,68.89923842999414,34.35977906100929,67.771194242196,42.10896309314587,48.202611097162944,65.54314168549669,46.64758557201439,152.3937567997322,56.71512260440204,61.48079337183028,71.94551845342707,56.8358021591765,53.44798727927023,68.17976399698719,51.41718972298937,63.26278349652691,55.400786676709345
NRXN1,52.70374787052811,71.97427597955706,77.83270868824532,80.03168654173764,74.34838160136286,64.0787052810903,89.28279386712096,67.64480408858603,125.58722316865418,70.88415672913118,55.41805792163544,76.65281090289608,66.63339011925042,55.522827938671206,78.94105621805792,60.077001703577515,69.49965928449744,60.62998296422487,45.01686541737649,57.60971039182283,65.94923339011925,61.75059625212947,65.96354344122658,70.27853492333901,65.14224872231686,62.471209540034074,67.52453151618398,66.96746166950597,63.9366269165247,66.54855195911414,77.7778534923339,66.38364565587734,63.85689948892674,58.50204429301533,86.07086882453152,46.01328790459966,85.48977853492335,60.53015332197615,65.72827938671209,74.45945485519592,67.39744463373083,65.88143100511073,56.006984667802385,138.1824531516184,75.05059625212947,43.15127768313458,82.65400340715503,72.37921635434412,67.02776831345827,61.77512776831346,70.52146507666099,63.03935264054515,63.206132879045995,67.11652470187394,64.08756388415672,68.58211243611585,67.23935264054515,69.89557069846678,82.06609880749573,73.09505962521294,82.57359454855195,64.0465076660988,64.21209540034071,60.16882453151619,62.158432708688245,71.03560477001703,69.32964224872232,77.27155025553662,72.2640545144804,66.76592844974446,69.47359454855196,66.21516183986371,61.841567291311755,154.52316865417376,66.99301533219761,65.10579216354344,75.94258943781942,72.8923339011925,84.79437819420784,117.09744463373083,53.582793867120955,64.71056218057922,66.23952299829642
CACNA1C,71.40871525169045,113.86927122464313,135.24072126220887,117.33238166791885,154.16709241172052,85.35371900826446,159.49496619083396,95.78993238166792,296.45694966190837,114.60045078888054,91.63726521412472,109.76724267468069,200.79654395191585,68.2305033809166,113.71389932381668,112.96198347107438,106.59429000751315,90.43531179564238,107.57054845980466,81.78873027798647,75.4084147257701,72.85244177310292,81.08504883546206,92.76078136739294,86.14861006761834,96.77806160781367,84.74680691209616,84.91735537190083,80.35071374906086,81.00646130728775,193.39519158527423,112.28519909842224,94.06115702479339,119.09060856498873,171.29421487603307,93.48940646130728,93.66912096168295,76.86912096168294,105.23876784372652,98.67167543200601,82.04748309541698,90.9809166040571,113.53238166791886,197.97235161532683,125.82238918106687,53.32772351615327,145.17535687453042,104.58842975206612,77.16153268219384,82.95026296018031,94.71885800150262,114.07438016528926,56.06776859504132,112.5962434259955,83.09181066867018,75.30788880540946,82.81006761833208,109.67197595792638,117.7809166040571,112.02404207362885,125.39804658151766,76.91645379413974,110.87332832456799,82.18903080390683,127.39173553719009,98.65815176558978,79.52411720510894,110.12967693463561,77.2510894064613,86.28144252441773,86.2763335837716,83.04402704733283,83.65634861006762,193.4542449286251,90.4114199849737,80.76904583020286,76.3480090157776,130.05860255447033,140.41232156273477,178.51164537941398,67.64147257700976,87.19669421487603,93.13328324567993
APC,62.87505840575647,65.39884122979161,28.142790393421176,46.383889356134944,45.35594804223904,80.08457153537053,45.7873095972339,91.24838800112138,52.20895243435193,29.793851041958696,82.17138585178955,64.3338005793851,28.74665919072984,63.78497336697505,77.11064386505934,51.28090832632464,58.04392112886646,78.20745724698627,66.79095411643772,92.91841883936081,86.05513503410896,77.88262779179516,85.91851228857116,74.68367442295113,77.95589197271283,81.82057751611998,93.28371180263527,91.28819736473227,83.53331464349127,87.81095224745351,80.25362115690122,88.61517615176152,83.12120362582937,65.06401270909261,51.976170451359685,44.46145220072891,68.1469956078871,133.44276235865806,85.76441454069713,54.9025324736006,89.70825156527427,62.999158957106815,62.2934305205121,149.40697131109243,45.92935239697225,103.68928137557238,41.4198673021213,70.83384730399028,88.20811139145874,84.73937015232221,96.26137744136062,41.077375946173255,64.1445659284179,57.10335482665172,86.53238015138773,75.0450425193907,88.75890103728624,55.490982151200825,52.8107653490328,57.120829828987944,57.83814596766657,70.04494907018035,36.74759368283338,83.50331744696757,49.975890103728624,67.41687692738996,82.85552752079245,72.22474535090178,51.17867489019718,89.67330156060181,91.06317166619942,88.74899542098869,75.00074759368283,172.5730305578918,89.75516306887206,80.33894028595458,79.51789552378283,95.13587515185496,60.36127464722923,71.09802822166152,90.11036351742828,82.12026913372581,63.866647976824595
GPR112,50.607693082267645,78.45755714429563,29.374081160004028,57.575873527338636,34.175007552109555,128.77202698620482,36.36904642030007,70.65109253851575,39.92568724196959,38.0946531064344,67.95015607693082,58.50246702245494,30.353136642835565,47.48464404390293,60.184976336723395,49.72550599134025,83.9570033229282,68.30913301782297,62.55160608196556,88.92196153458866,50.82982579800624,59.56721377504783,64.34890746148425,58.475380122847646,117.52834558453328,61.47981069378713,67.59752290806566,66.38022354244285,91.33329976840197,62.41617158392911,42.5736582418689,81.09032323028899,69.85026684120432,65.20159097774645,41.84029805659048,52.488369751283855,50.919242775148525,118.32071291914208,62.521699728124055,51.671533581713824,63.24730641425838,63.5586547175511,47.5799013191018,110.74997482630148,45.459470345383146,147.0352431779277,31.296848252945324,52.37921659450206,63.987715235122344,126.14560467223845,90.04863558554023,35.336522001812504,48.099587151344274,56.765783908971905,64.78813815325748,66.2385459671735,63.86728426140368,38.54344980364515,41.464102305910785,42.440741113684425,55.699828818850065,89.66378008256973,29.19816735474776,61.23502164938073,53.20743127580304,49.88158292216293,59.70647467525929,54.59661665491894,67.10411841707784,129.56741516463597,50.15738596314571,124.33007753499145,41.49169267948847,131.27882388480515,68.55905749672742,62.301379518678885,62.77474574564495,68.72238445272379,94.52784211056289,54.948444265431476,51.83808277112073,62.36562279730138,47.029000100694795
DNAH8,59.196030640668525,61.8275069637883,44.95452646239554,45.11100278551532,44.89909470752089,82.36204735376045,44.02938718662953,84.19784122562675,58.07075208913649,47.90271587743732,82.37848189415041,59.922562674094706,39.53300835654596,61.62353760445682,77.6474930362117,44.882520891364905,54.861142061281335,57.62604456824513,44.29296657381616,71.70564066852367,62.78857938718663,74.77653203342618,76.83043175487465,71.06462395543176,77.04025069637883,74.38370473537604,68.05800835654595,80.47144846796657,76.65194986072423,80.19317548746518,65.18690807799443,51.717548746518105,60.883356545961,62.948955431754875,52.065181058495824,66.92472144846796,154.66016713091923,71.47973537604457,79.11455431754875,65.55278551532034,78.90536211699164,78.23036211699164,61.60194986072423,98.15577994428969,53.25194986072423,71.38293871866296,41.601392757660165,65.34233983286909,78.69519498607242,75.4725626740947,86.7724930362117,40.74658774373259,63.91462395543176,61.445125348189414,78.31935933147632,97.97367688022284,76.5891364902507,53.166225626740946,49.447980501392756,56.085724233983285,63.770194986072426,65.56942896935934,38.12193593314763,74.66337047353761,63.632938718662956,63.58767409470752,77.18983286908077,69.33530640668523,80.99435933147632,81.53168523676881,70.26190807799443,78.52193593314763,52.81545961002786,161.35487465181058,82.09881615598886,75.40821727019498,72.83871866295264,53.10654596100279,65.25215877437326,70.5758356545961,98.55550139275766,75.89150417827298,62.11657381615599
FAT2,62.8892940690794,80.56061648548231,66.89624329159213,73.48940415577268,99.74239713774597,70.88661070593092,85.58414751616898,84.84966285950186,181.95204348424383,47.56157974404844,74.95052979221137,90.04038805559378,80.10747213430577,41.76916196504747,77.88427136369891,67.66712536122196,75.67696435943306,70.82489335351589,46.73262694371818,86.7190037154259,75.42527865694234,68.71590752717765,73.77996422182468,75.37498279895418,68.84601623778725,71.39259666987753,80.65191963671391,79.23214531443512,73.037635888262,76.05022705380487,97.1034814916747,136.46559790835283,77.59790835282786,82.95527728085868,97.26627218934911,44.85220861428375,83.50516031374707,114.80356405669465,87.8673455346085,60.94949772946195,72.25381863217284,57.281684326407046,77.71645796064401,157.33142975092886,96.3589514242466,87.67104719966974,65.26785468556488,80.20833906701527,73.3456034126875,101.13464978670703,89.37904224576855,73.2225127287739,70.51864593367277,70.19733039768818,76.31718728498693,78.08483555800193,77.91426998761524,95.6812302187973,73.88296408421633,73.71700839411037,66.10361910004129,67.23455346085042,68.61641667813403,73.88248245493325,93.66478601898996,75.14063575065364,72.41406357506537,81.2361359570662,73.18714737856061,76.17531305903398,80.45190587587726,75.72340718315674,82.28691344433742,170.6799229393147,81.08483555800193,72.86273565432778,86.82393009494977,83.92803082427412,80.03440209164717,110.03233796614835,79.56027246456584,75.38956928581258,70.57258841337553
DNAH9,55.42763636363637,48.014545454545456,63.52843636363637,45.80261818181818,88.38203636363636,72.03345454545455,75.16276363636364,76.26654545454545,137.5354181818182,73.9296,73.33127272727273,82.76669090909091,60.842763636363635,56.25825454545455,65.3088,76.19010909090909,62.59985454545455,74.08189090909092,44.10349090909091,62.74683636363636,58.21461818181818,64.19272727272727,55.521454545454546,71.27149090909091,56.31149090909091,48.16429090909091,71.26589090909091,62.896,65.61890909090909,71.17658181818182,43.130472727272725,73.22690909090909,77.84509090909091,53.243272727272725,56.1656,59.913163636363635,56.183054545454546,63.943636363636365,60.956509090909094,73.85949090909091,72.5562909090909,51.888363636363636,74.25978181818182,148.1450909090909,89.97927272727273,45.53047272727273,82.70101818181818,74.58,53.61316363636364,67.47025454545455,78.4189090909091,43.756145454545454,43.8872,55.4768,70.13956363636363,62.43490909090909,69.97949090909091,65.99534545454546,70.20901818181818,68.84181818181818,79.23978181818183,65.0936,64.8850909090909,67.44058181818181,86.47585454545454,70.91156363636364,71.30727272727273,77.04654545454545,70.87818181818182,68.34596363636363,71.7994909090909,70.00152727272727,57.16334545454546,165.37192727272728,71.98981818181818,67.38174545454545,61.94138181818182,77.83570909090909,47.76923636363637,102.66712727272727,57.986909090909094,67.8165090909091,65.74632727272727
NBEA,46.69367748898282,52.07006025721738,28.8206673261984,38.550948826333304,37.03840273405882,56.891896753305154,36.78972929220254,38.95161435380879,36.05540066552748,24.119255328716612,64.84989657343286,49.46020325568846,21.072938213868152,54.81814911412897,54.384926702041554,52.01870671823006,45.845219893875345,44.25514884432053,40.24831369727494,51.34121773540786,59.50732979584495,59.94459933447252,61.782984081302274,62.020415504991455,59.76041010882273,46.26342296969152,49.72668405432143,56.15567946757802,47.51488443205324,41.69016997931469,50.892346434031836,41.96366579728393,46.877237161615255,36.972749347962946,27.073747639176187,39.288964834967175,50.20559402823995,58.90916449320982,51.4180232035255,57.44401474952784,60.13058728302905,43.80708696825254,50.04146056300027,85.74377192193542,43.80717690439788,41.30461372425578,35.984980663728756,31.229247234463532,64.7510567497077,57.81131396708337,43.78739095242378,34.750876877417035,35.49320982102707,38.061876067991726,63.02023563270078,58.854393380699705,60.20505441136793,29.939742782624336,42.11277992625236,43.393200827412535,36.99631261804119,79.06844140660131,30.30991995683065,49.193272776328804,39.78829031387715,55.21620649338969,71.22906736217286,60.53269178882993,37.604730641244714,64.03354618221063,65.64142458854214,63.55976256857631,44.69034985160536,145.07734508498964,53.57613094702761,48.40714092993974,52.22466049105135,69.78055580537819,51.993704469826426,42.10306682255599,50.09416314416764,42.06619300296789,53.50391222232215
MYH1,57.826859229747676,43.66035856573705,50.02357237715803,38.56341301460824,59.58383134130146,80.71530544488712,59.49750996015936,86.8574037184595,85.87798804780877,62.341965471447544,78.92828685258964,79.19123505976096,36.08698539176627,64.13014608233732,70.06457503320053,72.28419654714476,58.353585657370516,81.82254316069057,47.562084993359896,70.09810756972112,62.95219123505976,71.23771580345286,62.66782868525896,77.68608897742364,62.15006640106242,56.58731739707835,83.67762284196547,71.48256972111554,75.51942231075697,79.80959495351925,77.81407702523241,62.315903054448874,85.30760292164675,49.949867197875164,41.86304780876494,60.80926294820717,62.82370517928287,71.78353253652058,65.27938247011951,77.37317397078353,80.82901726427623,55.70733731739708,68.72875166002656,154.83499335989376,79.97941567065072,50.4093625498008,68.86869189907038,74.39525232403719,62.402224435590966,77.39741035856574,86.67081673306772,34.635458167330675,47.60972775564409,55.77739043824701,78.13794820717132,69.2687583001328,78.94936918990705,56.584827357237714,63.2687583001328,63.65172642762284,76.60358565737052,68.58764940239044,52.46580345285525,72.0718791500664,81.30029880478088,70.49186586985392,80.84229747675963,76.41550464807437,82.9867197875166,77.7953187250996,78.96845949535192,78.39840637450199,57.39525232403719,178.46696547144754,81.28403054448872,74.67944887118193,68.52622841965471,88.34462151394422,41.35474767596281,84.67778884462152,64.05561088977424,75.58150730411687,69.32254316069057
FAT3,71.63142406726222,65.03441933788754,55.50888071466106,86.55149763531267,72.77383079348397,74.21308460325801,75.14776668418287,83.12306883867578,121.31886495007882,67.82369942196532,64.31881240147136,82.52249080399369,72.16311087756175,45.61093011035207,84.49211770888071,77.11403047819233,69.41261166579086,85.79747766684183,65.2878612716763,67.69474513925381,59.971361008933265,70.5514450867052,75.9077246452969,76.8194429847609,72.30830267997898,55.48670520231214,59.9286915396742,79.0995796111403,73.1304781923279,77.74555964266946,81.74587493431424,69.6949027850762,71.45706778770362,78.72727272727273,76.25244351024698,70.5573830793484,85.85974776668418,92.57866526537046,88.55622700998424,75.05354703100367,77.40010509721492,77.68034682080925,76.56253284287966,159.6015239096164,83.03526011560693,68.66111403047819,82.6560168155544,139.8679978980557,76.25691014188124,74.52359432475039,88.9328428796637,60.62454019968471,47.07566999474514,86.06899632159748,77.79390436153442,78.21208617971624,76.21466106148188,60.59763531266422,69.63394640042038,69.31166579085654,85.10031529164478,71.28066211245402,57.276037834997375,72.19689963215974,88.11234892275354,72.55822385706779,78.42622175512349,82.15648975302155,78.98570677877036,77.92821860220704,62.13730951129795,76.70325801366263,60.384393063583815,180.36657908565422,67.62932212296374,74.23878087230689,68.7419337887546,83.94130320546506,48.28370993168681,124.4143457698371,80.81897004729375,76.47488176563321,71.19132947976878
EYS,59.85116630465578,56.675890074605725,37.816318821418456,41.13277929927283,39.90924544338464,81.19661913306261,39.82595145906129,78.0694116536028,41.01284351685712,42.48389838511663,80.52715081688545,52.9391821701766,20.47303805836245,59.365756917555956,77.15695533100387,38.832562092737746,52.733213712342994,55.54424402682029,43.22778354896591,63.89413542355274,60.12749079233166,71.07441684767211,79.14467843989046,68.30730002833128,75.46349985834357,76.08867692888848,63.17810935876853,78.3499858343564,73.48002644253471,77.14930588346397,61.07413353480027,47.49957503069223,56.76532250448579,40.431202190952874,43.30031164415903,65.84531117197092,81.51572386438757,70.84871092643309,79.30824440457079,61.78392671640381,76.8540938709982,73.19775238455,57.651336292378886,137.40457078099914,48.728491831145526,69.25554821040703,38.21947303805836,62.80564736991217,78.77136651241855,71.43800169987723,83.22013410142601,37.37614505619039,61.32987062045519,65.0307866654075,50.763150439134954,63.083293984323355,56.96534139201058,34.54783265653036,46.36150722447823,53.79072622532817,42.17470960430636,65.94598167910095,32.39890452356219,82.55085466049674,61.23439418264236,62.84993861554443,79.57928038530551,38.29426763622627,81.32259892341109,77.06695627538011,63.06705071300406,78.4350741335348,52.04126924166588,160.90679006516197,76.49145339503258,75.11710265369723,86.51714042874681,84.12569647747662,46.1382566814619,45.92246671073756,61.15270563792615,49.832278779865895,43.27368023420531
UBR4,50.17527976864076,59.342386520809754,41.97711555387904,103.7460706651578,54.62190368414435,47.29133660253992,65.46667924053816,75.10172262039482,145.4876147365774,64.9250597258896,72.35684647302905,76.07129385137684,75.69105997736703,52.83773418835659,71.77027536778574,70.51439708286182,63.12215516157425,48.49157550609833,58.70998365396706,62.01955237017478,65.8096315855652,61.16188859549855,63.73381114045014,63.935936124732805,64.44976738337733,65.20872626681755,53.50037721614485,58.41921287564441,56.62052055827989,66.85816672953602,54.6703759587577,68.01980384760468,53.26348547717842,72.2177165849365,74.64485099962279,39.701936376210234,54.315101219665536,60.87514145605432,76.19307179680624,36.75506098327675,61.42040739343644,49.925122595247075,65.5359612724758,96.8268577895134,66.33490506727021,78.72746133534515,54.675028291210864,39.19520935496039,65.13768389287061,65.91726392556268,47.999371306425246,57.837356972211744,63.30944297749277,78.93713064252483,66.98484848484848,46.61687413554633,66.52904564315352,59.16452910851251,61.793285552621654,64.06664151892367,78.26870363384886,39.55400477807117,57.0377216144851,54.522444360618636,79.04023638878411,64.38840689048158,66.19162580158431,70.27662517289073,68.33295611718849,43.519049415314974,54.60700364642273,56.43857663774676,36.356720734314095,153.8056079466868,58.63969571230982,64.41663523198793,76.76166226581164,44.545580284169496,43.26298252231862,91.1901169370049,53.84301521438451,59.62888218282409,61.88438325160317
PLXNA4,33.99825910343827,42.24974611925141,55.42376323806761,68.11620484549543,62.845422892789784,28.75917597562745,62.63042216741622,36.20789206441317,125.34063542724503,44.85042797040476,35.640722472073115,45.699332656318006,77.19831713332366,26.25221238938053,36.99891193964892,44.86616857681706,40.187944291310025,29.98338894530683,41.085739155665166,30.88321485565066,30.933048019730162,28.56245466415204,29.66763383142318,33.856666183084286,34.59226751777165,36.30690555636153,24.490787755694182,31.36725663716814,36.226679239808504,30.990787755694182,45.01131582765124,78.94523429566226,35.889380530973455,30.58675467865951,62.917017263890905,36.556869287683156,35.32924706223705,29.279051211373858,41.99862179022197,36.783185840707965,29.866386188887276,23.611417379950673,41.634701871463804,78.1051066299144,54.778688524590166,36.443420861743796,39.98099521253445,40.058102422747716,23.987088350500507,31.705498331640793,36.27136225155955,43.861453648629045,35.99753372987088,44.6777890613666,32.88321485565066,47.633613811112724,31.119976788045843,38.75837806470332,39.21877266792398,40.250906716959236,47.770564340635424,30.954301465254606,41.552879733062525,30.776294791817786,37.05926302045553,37.708472363267084,30.78630494704773,41.34890468591325,28.613883650079792,32.816988248948206,30.7382852168867,31.020745684027276,41.98868417234876,75.28761061946902,32.98614536486291,30.534890468591325,39.48483969244161,34.550703612360365,36.623748730596255,63.15805890033367,33.259901349194834,32.412084723632674,34.13905411286813
MGAM,60.04295682511993,52.67760575665068,62.50839511556912,56.446140427387704,59.4962930658526,53.41234191016136,62.63006977758395,73.38257740950719,82.36327954644571,47.25447012647187,71.98026602703881,60.30898386393371,49.314435237679895,61.997601395551676,63.450719581334496,63.71663759267335,58.34932402965547,54.23953336240733,75.25937636284344,62.204753597906674,73.29099433057131,51.17815089402529,88.6344308765809,65.83493240296555,70.23320976886176,78.63235935455735,52.99967291757523,58.48637156563454,69.52758395115569,56.99792847797645,65.82402965547318,95.55549498473616,83.20508068033145,66.32174007849979,47.40569123419102,54.05920191888356,71.81890536415176,61.43305713039686,74.76035761011775,61.659834278238115,66.1487134757959,47.360226777147844,61.02180549498473,134.5184256432621,71.41844744875709,75.7762756214566,32.45388137810728,53.71543829044919,64.53554295682513,65.45202791103358,73.63966419537724,39.155037069341475,60.437309201918886,72.92520715220236,65.16332315743567,101.77605756650676,76.09681639773223,48.507195813344964,55.35597470562582,56.141735717400785,69.48506323593546,51.040776275621454,46.62047535979067,61.9254252071522,54.08994766681204,62.28630614914959,69.0805713039686,76.6045573484518,57.99552987352813,60.601722634103794,45.963148713475796,68.34768861753162,69.4084169210641,129.01733536851287,69.14925861317052,64.79110335804623,64.54644570431749,75.13759267335368,46.392716964675095,63.42150021805495,68.33340601831661,54.712276493676406,58.978521587440035
