,04b79e3e-70bd-4251-bc84-3c63215be8d1,06723dbf-d641-487a-aa5f-dd2be8e9b285,0a2b41db-856c-4ef9-99e1-e343b6b4b60e,0b1394da-3e8c-45d9-9e24-120ca96251ce,13959442-2d75-4cb9-8d9b-5237d4432011,13bb423e-3232-4409-8c7c-91bfbd688866,19494837-3460-4f6e-bb12-99acbaefed99,19a1ef7a-0f0a-490d-9286-e6f8a6441833,1d5255fa-7616-42a6-8a6b-63a76c98b36a,221a1c9a-c8d4-44e1-a808-ae6d5f23526d,23e63c6e-2cf3-4b4d-ad9b-55e9bcdb8424,2bb83c94-f797-496d-9b3c-1ba431f5a1ce,37373758-bb5b-4324-a1ed-c86bac68a5ba,39e8284e-0221-4226-a554-3437a3fd9a9b,41f6d13d-aaaa-4ef4-bdd3-5b2251173857,475f84ad-2584-450f-92d1-e10309d8073e,48ad6981-df11-4452-a37d-3397736fcdcf,4cfff5c0-73ee-485e-ba7e-321d0fd1cea2,4d6c7148-8362-4068-a43d-f56874fc2c23,4f3fbed7-15c3-4921-882a-4f89dc9082f6,585f7f4d-0ef8-42d3-bd41-0b5c29c9f323,58dc9321-1649-4884-a25b-a64c613cf428,5a89fdaa-f63b-4ea3-91be-7767148c68b5,5ae6c31e-eae4-4255-b559-56d901e00b1c,5b753f81-f887-4aaf-aedf-e989cba28514,5b85ea9f-c814-4545-a6f0-94f098b06db1,5c45b2be-7fdd-4665-9371-cda9cb99977e,5d8da7f2-8875-4cdb-8306-20cd4557cc62,5e769bda-726f-4216-8994-4e43809890b9,60165b6c-4a94-4d86-802b-fcff7afa83d4,60917047-08f1-4023-a1b8-89235364ec78,68045c4c-6858-4507-8054-549d42612069,68da9861-b87d-4451-ba26-26be8aaa362d,6a7108d7-bd17-4a58-9640-c9225431ce4c,6eb355bf-463b-4f35-ae49-23ef0418e227,76f510ec-2f9e-4469-acaa-fd0e97486954,7802fbcd-e56e-4fd8-9370-7da1b0d38a08,80b25efb-c216-4d42-aa40-3976ffe5ea47,83070457-32ee-445f-908f-9ebb68f27c59,84fc5eb0-7037-4df2-840f-6dcc4948fd8f,85e8cd6d-2c9f-4090-ba79-70b1ac1719ae,8d8666e3-9b09-49d4-9f0e-16ccc36b3454,964b182c-c84c-45c8-8af6-d81c5327a46c,99b3815a-1385-4845-85df-2d9733eb2846,9ae81312-0a0c-4961-9cb9-f9e3335c8a83,9dccbc01-402d-40c6-b21e-7457965b3151,9ecb6489-6c4c-499f-8afb-db1ef503d596,a01c376e-178a-4347-b435-932a492e67b0,a1b7a52c-a1d2-47c4-a7f2-2b4e3077ddce,a71f1add-ed27-4c38-8de1-7f3206e1e36b,ac059c90-c0aa-406e-97d3-14e81723c68d,b852b909-b990-4d0c-ae1b-e2af41a27d2c,b89eea94-b74b-4834-b152-620f125f282b,b9c04655-5c66-4a77-aa5f-4eb05d66cbdd,be124f8b-d356-43e8-b956-cc286d67519f,c322afe8-f04e-4e59-883b-9fa003ff8372,c390636e-aac7-4a13-86b6-ffe18c5cedf8,c46951bf-aee8-43b2-a91e-206af0e07863,c5859949-dee8-443a-a1a1-af1bf98671f8,c5daf469-11eb-41e8-9e38-15c39937cf04,c5e15197-cad3-48ab-9675-84e366a00ec2,c6bed926-1efb-4c0f-8725-58d96117ef12,c72bc3ce-d7b8-481f-98db-71871a7cb2f7,c778cd10-999f-4f9c-80a6-5296ae35ecf1,cfc23ae0-f005-48a6-8e96-6358fac98a73,d21e40b2-7d13-42a7-b720-529bcfd9c63f,d4adaa2a-8bb4-4563-8d79-417d26b51e91,d73cce86-7238-4db1-9a2b-154646f9641b,d8a41cb9-8142-47b9-b4f2-0e133dc073d9,deea1e04-9ddd-44ab-9d91-866a4f0fc237,e34ee008-15ab-4910-b114-b359574bd20b,e5a15476-6c18-4a78-82dd-15ae1a5f6f1b,e5c155f5-62b4-4083-86f9-f42540b4c653,e78fc967-8bea-468a-81b0-1fde52b961d0,e9dca749-85e2-4f8e-ae69-6181534af6ac,edba656c-4749-4c75-befc-968a47da8656,ef5564a3-4672-468e-b0c3-513fd6e70243,f6c60524-811d-4f7b-a481-a69671805189,f8aa6c65-41a0-4801-9de2-562bd09e8951,f8e1e0e9-ef30-4cd6-81aa-c29626a51e3c
CNTNAP2,26.39046079223929,47.95189975747777,26.4517987065481,30.96513742926435,40.26940177849636,32.53900565885206,26.749797898140663,26.100444624090542,28.395513338722715,32.06921988682296,28.587004850444625,31.509195634599838,48.31164106709782,26.593977364591755,28.633690379951496,27.659559417946646,31.536782538399354,27.38288197251415,25.50636620856912,26.53850040420372,28.021321746160066,30.248080032336297,33.78435731608731,33.27182700080841,36.00303152789006,35.57912287793048,29.67380759902991,31.06345998383185,41.41208569118836,32.326495553759095,38.199676637025064,38.07568714632175,29.84428051738076,31.10206143896524,28.503940986257074,29.938763136620857,37.49221907841552,31.81154001616815,29.947958771220694,41.645513338722715,32.96089329021827,27.10175828617623,27.598827809215845,24.462510105092967,25.674312853678252,29.48666127728375,31.49585691188359,37.797898140662895,33.13166936135813,34.47635408245756,27.762934518997575,42.22231204527082,27.131063055780114,29.76182295877122,39.60054567502021,26.985044462409054,31.357720291026677,27.728476151980598,31.936135812449475,38.066794664510915,30.807700080840743,31.300525464834276,36.656123686337914,33.108124494745354,22.929668552950687,43.66309620048504,26.936236863379143,29.310630557801133,27.271220695230397,26.386418755052546,27.88136620856912,26.09963621665319,26.35428455941795,51.50131366208569,25.772736459175423,19.73453920776071,28.75788197251415,25.299312853678252,29.406628940986256,34.58154810024252
FREM2,35.45239576851276,50.390354698195395,51.55108898568761,42.66060983198506,57.10840074673304,42.638332296204105,36.08369632856254,36.26017423771002,40.170815183571875,45.62607342874922,41.413192283758555,29.487305538270068,50.6914747977598,36.69253266957063,39.87566894835096,36.9005600497822,43.1184816428127,37.68792781580585,34.38307405102676,36.91169881767268,22.200871188550092,41.45930304915993,46.70317361543248,45.403173615432486,52.0784069695084,53.891412570006224,40.75550715619166,43.23490976975731,57.361854387056624,45.49365276913503,49.91897946484132,52.23341630367144,38.88643434971998,44.42906036092097,38.6784069695084,40.38574984443061,46.07125077784692,45.550155569383946,43.99707529558183,57.43385189794648,48.06204107031736,37.5241443683883,39.289110143123835,34.41120099564406,37.46509023024269,41.05799626633478,42.116801493466085,52.99701306782825,45.65731176104543,62.796764156813936,37.49072806471686,57.870690728064716,37.64293714996889,41.373055382700684,54.15488487865588,38.05855631611699,46.709645301804606,39.273677660236466,45.510205351586805,50.484443061605475,43.629620410703176,44.255320472930926,51.16172993154947,45.58064716863721,32.298879900435594,42.144243932794026,39.40945861854387,40.90068450528936,38.6934660858743,38.06303671437461,38.683571873055385,35.30522713130056,39.69439950217797,49.20024891101431,35.7105164903547,50.34268823895457,50.502800248911015,35.028624766645926,41.82451773490977,49.97181082762912
SOX11,1.3677027182016286,2.5111824750544787,1.6333295102649386,1.8861107925220781,1.6769124899644454,1.9814198876017892,1.335818327789884,1.1610276407844937,1.6972129831402685,2.677830026379172,1.4577359788966624,1.663493519899071,1.7669457506594792,1.2858125931872921,1.486523683908705,1.6574148411515082,1.963757311618305,1.5869939213212525,1.4304392705585502,1.5990365867645373,1.487097144167909,1.7834614061245555,1.3166647551324693,1.237641931414153,2.005390526436518,2.08945980043583,2.4719577933249224,1.8432159651336162,1.9598577818557175,1.964330771877509,1.9863516458309438,1.766486982452116,1.890927858699392,1.8250946209427688,1.294299805023512,1.5894024544099095,2.09519440302787,1.4093359330198418,1.8675306801238674,2.4303245785067094,1.6094735634820507,1.9509118018121345,1.6794357151049433,1.7921780020644569,1.847574263103567,1.5225369881867186,1.669342814542952,2.253698818671866,1.9395572886798944,2.1950911801812136,1.587911457735979,3.8019268264709254,1.2086248422984287,1.7914898497534122,2.006537446954926,1.4257368964330772,1.841610276407845,1.4118591581603395,2.129716710631953,2.1741025346943457,1.8378254386970982,1.1728409221240967,1.392476201399243,1.6041977290973735,2.3339832549604314,1.361509347402225,2.3753870856749626,1.3402913178116755,1.4634705814887028,1.3885766716366557,1.6655579768322055,1.2790457621286844,1.410941621745613,2.038880605574034,1.3783690790228238,1.9772909737355202,2.099896777153343,2.151393508429866,2.029246473219406,2.7046679665099207
XIRP2,49.80591715976331,95.6123076923077,61.30114398422091,63.72536489151874,80.22792899408284,59.054516765285996,50.86706114398422,51.693412228796845,62.27439842209073,62.192110453648915,56.43802761341223,61.24781065088757,72.16591715976331,52.40662721893491,55.99873767258383,51.819329388560156,58.76575936883629,53.02540433925049,48.019723865877715,52.89199211045365,51.40662721893491,58.41909270216963,68.25293885601577,64.59297830374753,72.5861932938856,72.31029585798817,73.01317554240632,60.33790927021696,79.63092702169625,64.30927021696253,73.74138067061143,75.92844181459566,55.7083234714004,60.635818540433924,55.377357001972385,59.49609467455621,67.83810650887574,61.85869822485207,61.21104536489152,78.86603550295858,65.33538461538461,58.91502958579882,53.29775147928994,48.697357001972385,50.577751479289944,56.7585009861933,56.102169625246546,73.90595660749507,64.8770808678501,97.8175147928994,54.090887573964494,80.04536489151874,56.99747534516765,58.16552268244576,73.9926627218935,50.98319526627219,60.93680473372781,56.13641025641026,69.7273372781065,76.90863905325443,60.55400394477318,43.744930966469425,77.66406311637081,68.410966469428,65.30524654832347,56.689861932938854,55.37625246548323,59.433688362919135,53.302485207100595,51.15029585798816,54.36552268244576,48.990374753451675,59.72899408284024,69.17254437869822,50.491439842209076,73.3549506903353,56.125364891518736,72.149033530572,58.57980276134122,71.76394477317554
BRAF,65.34596774193548,123.29435483870968,67.95,77.36895161290323,104.27983870967742,71.79758064516129,65.60806451612903,66.39395161290322,73.31008064516129,85.8850806451613,72.88024193548387,75.60887096774194,122.82903225806452,66.9983870967742,73.56209677419355,66.57056451612904,77.06854838709677,70.2633064516129,62.76411290322581,65.32782258064516,67.04838709677419,74.9616935483871,85.15846774193548,81.43467741935484,89.12862903225806,91.7375,76.34959677419354,75.02379032258065,102.27459677419355,83.81975806451612,103.54435483870968,104.79677419354839,74.70564516129032,82.7883064516129,73.26693548387097,80.05604838709678,99.09435483870968,88.54193548387097,74.86733870967743,102.85362903225807,91.44717741935484,69.00362903225806,69.81491935483871,57.76733870967742,64.68064516129033,78.60564516129033,74.4274193548387,92.34596774193548,81.35322580645162,86.38185483870967,67.19556451612904,103.10685483870968,72.25685483870967,72.84314516129032,97.93427419354839,70.15,76.53104838709677,71.73387096774194,81.49072580645161,100.7391129032258,83.49556451612904,86.00725806451612,102.73588709677419,85.38951612903226,59.276612903225804,113.65846774193548,68.18870967741935,75.52822580645162,68.36774193548388,66.09838709677419,67.89959677419355,63.62822580645161,68.27298387096774,126.47741935483872,64.80201612903225,91.02298387096774,73.52177419354838,61.30967741935484,77.13387096774194,91.8649193548387
FCGBP,32.79142879486979,44.75490732775475,32.58989598811293,44.05583796042856,53.444592163916475,40.27011808868382,33.480800813326034,32.12364119809181,40.57214358332681,43.30312035661218,35.808399155392195,44.395166966450304,49.16868694768124,31.7707046218816,36.24806444044733,37.1982482208493,40.06162508797998,37.27003988425745,30.476812387581138,37.228044107296476,38.45491514819739,41.109329788066006,40.80159537029796,42.76820208023774,50.2030186908579,39.60733557519356,38.68413232188942,40.832329709861575,48.65926331430359,43.057871275514195,46.42934230077422,41.42253851567999,40.166262610463754,40.821302885743336,35.229608195823886,35.95135684679753,40.50543520763275,36.40330022679284,43.70649878783139,54.20082896691953,41.498787831391255,40.9790412137327,34.763275201376395,41.47540470790647,37.80222100570892,39.193555955267065,41.364901853444906,56.798310784390395,43.244388832407914,27.179713771799484,35.27660905607257,56.64565574411512,34.41956674747791,39.86509736451083,52.569015406271994,35.4848674434973,37.33729569093611,34.41291937123641,40.51372487682803,50.391413153984516,38.5615859857668,41.67826698991163,36.86939860796121,41.28442949870963,32.47712520528662,38.39203878939548,38.21295065300696,31.77250332368812,37.871901149605065,36.846797528740126,36.64307499804489,33.540157972941266,36.696254007976854,49.36169547196371,36.974974583561426,47.347462266364275,42.777508406975834,31.423320559943694,36.13208727613983,45.391569562837255
RYR3,53.58867026748971,56.584747942386834,41.553883744855966,48.246463477366255,63.57285236625514,47.734375,39.92682613168724,41.68557098765432,44.120949074074076,52.689364711934154,46.25327932098765,25.72871656378601,40.14576903292181,40.34194958847737,45.12223508230453,42.296875,48.329668209876544,43.60281635802469,40.052211934156375,43.146154835390945,43.77835648148148,48.02289094650206,51.300604423868315,52.70730452674897,58.8633616255144,44.80722736625514,46.782793209876544,49.004822530864196,61.62506430041152,51.387602880658434,32.39789094650206,57.16621656378601,45.514274691358025,51.21971450617284,44.59606481481482,47.63432355967078,53.677404835390945,48.2676183127572,48.771154835390945,66.39769804526749,52.33204732510288,42.37294238683128,43.30979938271605,38.95235339506173,41.07651748971193,46.4837962962963,48.342721193415635,60.960519547325106,53.78755144032922,52.21418467078189,42.94257973251029,64.33815586419753,42.80272633744856,45.83957047325103,62.84484310699588,42.60050154320987,49.023148148148145,43.93987911522634,48.19765946502058,33.18422067901235,49.14441872427984,34.67148919753087,55.35050154320987,52.849665637860085,37.3315329218107,47.96129115226338,43.098765432098766,66.03125,45.008616255144034,41.35506687242798,44.22826646090535,39.494984567901234,42.65612139917695,56.1244212962963,41.06693672839506,57.38740997942387,45.68402777777778,39.101658950617285,46.753343621399175,53.56976594650206
DCC,43.588771310993536,45.520282186948855,33.50411522633745,37.843327454438565,50.38418577307466,39.09474818734078,33.10464432686655,33.67989417989418,36.52606310013717,40.56025867136978,35.95894571820498,39.85430139133843,33.27650401724476,34.07446600039193,36.454830491867526,34.09122085048011,40.97011561826377,34.14981383499902,32.43004115226338,32.54595336076817,33.32402508328434,36.723789927493634,42.78130511463845,40.071232608269646,47.933274544385654,35.03801685283167,36.522829708014896,38.4864785420341,51.23623358808544,41.27366255144033,46.50382128159906,49.263178522437784,36.108759553203996,38.61287477954145,35.688418577307466,37.479031941994904,31.0153831079757,42.99284734469919,38.039486576523615,51.63776210072506,43.05144032921811,34.31922398589065,35.195571232608266,30.78581226729375,34.32902214383696,37.22251616696061,38.68665490887713,47.839996080736825,41.55790711346267,45.354007446600036,34.623456790123456,51.703115814226926,34.34469919655105,36.294238683127574,48.768371546149325,34.38957475994513,38.85292964922595,35.32039976484421,40.019302371154225,48.262198706643154,39.81990985694689,27.80217519106408,48.48432294728591,41.98794826572605,28.181069958847736,37.10003919263178,33.393592004703116,35.95992553399961,34.053203997648446,33.682245737801296,36.16960611405056,31.615814226925337,33.69802077209484,46.125612384871644,32.33284342543602,47.43200078385264,34.635802469135804,32.9283754654125,38.813247109543404,45.38634136782285
ZFHX4,40.60760396604608,43.85961908838006,36.5291390256081,31.17939938654683,72.10863827662457,61.383978885797845,25.051501533632926,26.97410656965547,44.04180041372423,90.98302304015978,51.3194236393466,31.86375633069406,47.132320422284046,39.482630715457596,29.190812468792352,54.48213139310935,45.98081175547471,26.830943719238178,25.576146658106854,59.45937656038234,62.78136814323418,30.510093444610884,52.58513446037521,32.599614808474215,39.406234396176615,49.83479563449604,52.242385334189315,55.68728154647265,61.308723874741425,62.630572794065195,52.02382480918753,108.94343391112062,58.02767672444539,30.25001783294101,28.450959412226265,32.62515157999857,36.59597688850845,51.87681004351238,93.37798701761895,81.96126685212926,32.21599258149654,35.534346244382625,39.22826164491048,26.007133176403453,26.251087809401525,29.025608103288395,37.57336471930951,38.37791568585491,50.12896782937442,43.70090591340324,43.41194093729938,60.221627790855266,28.796062486625296,83.80433697125329,39.11505813538769,49.35673015193666,42.65361295384835,27.735216491903845,34.890791069263145,38.38868678222413,75.3993865468293,32.35644482488052,50.63606533989586,76.55360582067195,34.406020400884515,41.65225765033169,42.97596119552036,71.0057778728868,75.5514658677509,26.514944004565233,80.31521506526856,26.088380055638776,41.916684499607676,69.02425279977174,31.68107568300164,37.824381196947,50.58463513802696,36.06812183465297,65.79549183251302,121.3787003352593
AHNAK,165.06296907435993,217.7647309309629,149.24969393729705,181.0343854793208,192.8801831053388,138.8223771757066,121.25469739713631,133.27540320434343,166.75530952254218,154.39309096715814,143.82828551658062,145.98695906744024,181.90589237238515,180.19018470218768,132.60536541225315,129.79022728482462,141.40602544312557,134.7867142172779,114.9195188162027,126.35748123702561,136.23308670889446,146.1491456858466,150.80050034598392,166.44371107680843,180.985894501517,199.9072763080854,137.34321605365412,147.51599510299675,179.92441581944962,155.2568265289828,169.1182732740725,176.32948315324427,134.81242348432426,172.66205354766595,139.6007877787832,140.10794698461703,153.68813541278544,145.71315271198168,189.4264118805557,200.89003034012882,162.47809655612923,131.45031138553256,130.18177463139406,141.1664448820993,126.77425879597594,144.35796029169106,148.90227284824613,187.9209027519029,164.46282003513068,208.55261617075638,123.98610741470165,197.08931708096023,147.72997285356897,138.3281524458402,188.15164741576623,180.8989194655879,153.0049502315431,139.62830680789907,179.36743492840793,191.05839144088998,147.57129930270932,165.0945866822803,168.2555490498749,158.42156810560493,114.44738382924362,153.70841539362326,168.37483366157448,134.12907861819343,133.07734071432373,144.2815244584021,129.37967743652527,116.8632565071592,159.13860648320647,162.18331825198274,122.42651833714802,172.70543460903818,226.90786181934317,114.3567892691755,133.32682173843617,160.7245435673604
PTEN,9.763487315830288,13.601307189542483,9.411321590783206,12.556884900852996,14.443558214246151,10.142129168051401,9.682175695136811,9.582474797828736,10.405450315719508,11.45995347291459,10.02625456962446,11.17181787969425,8.585465824747978,9.334551899855988,10.592666445109117,8.950149551345962,14.03068572061593,9.386728702780546,8.508363797496399,9.776559211255124,9.622798271851114,10.999446106126067,12.103688933200399,11.815110224880913,12.922344078874488,10.038883349950149,10.574941841143238,11.47834274952919,15.407111997341309,11.996676636756398,14.150880691259555,14.74698127838706,10.020383294560762,12.077655921125512,10.474797828736014,11.758502270964883,11.548354935194416,13.083084081090064,11.659687603855101,14.061260662457073,12.311731472249917,9.597873047524095,9.364905284147557,9.147889664340312,9.725379417303644,10.873379860418744,10.260330120748865,13.656142683061926,11.777888556552565,12.236180347845353,9.768915475794838,14.625346183671208,10.396698792511355,10.481222997673646,13.335105793729921,9.403899412872494,11.629444998338318,10.214689265536723,12.731139913592555,14.300432037221668,10.945053727705771,8.383294560762158,15.219009637753407,12.18444666001994,8.159742993242494,10.319596765259776,9.821756951368117,11.07909604519774,9.894095491303867,9.343635759388501,9.304973966987925,9.360806469480448,10.169934640522875,12.53018721612939,9.506702115874598,13.841586352054946,10.988589786196965,8.266422953362136,10.782208928769247,13.181123296776338
ZNF804A,45.653518123667375,90.9089552238806,58.67697228144989,59.66098081023454,75.96545842217483,58.34840085287846,49.02345415778252,52.27484008528785,60.55522388059701,58.664605543710024,54.81066098081023,57.80639658848614,69.14669509594883,48.61961620469083,53.856076759061835,47.480383795309166,61.58912579957356,54.024307036247336,47.028358208955225,48.09147121535181,50.63816631130064,56.481236673773985,64.09040511727079,58.683795309168445,68.1407249466951,71.52857142857142,73.22004264392324,56.755223880597015,74.54434968017057,60.187206823027715,72.24307036247335,72.81705756929638,54.801705756929636,58.70191897654584,55.02579957356077,56.828997867803835,66.1230277185501,59.10660980810235,61.20831556503198,73.33560767590619,59.65692963752665,58.07036247334755,50.93219616204691,47.14200426439233,50.38038379530917,53.95778251599147,55.769722814498934,74.12963752665244,62.4910447761194,95.63091684434968,52.55074626865672,76.89872068230277,54.60149253731343,55.07697228144989,67.66716417910447,50.710234541577826,57.69061833688699,52.28869936034115,72.17974413646056,74.47675906183369,59.23816631130064,45.66886993603411,74.75501066098082,65.76972281449893,61.867377398720684,55.15714285714286,54.684008528784645,54.71407249466951,51.70746268656716,51.03603411513859,52.36140724946695,48.519616204690834,58.6,62.22452025586354,45.60277185501066,68.83113006396589,55.25415778251599,69.68933901918976,55.92324093816631,69.21194029850746
MGAM,35.88661142607937,66.50817706061927,36.455734845180984,36.34474487570868,48.03336240732665,42.379306585259485,34.011883994766684,35.616005233318795,41.348669864805935,37.318360226777145,38.403074574792846,37.5165721761884,66.90013083296991,25.35782817269952,38.18905364151766,36.33525948539032,36.50359790667248,38.28630614914959,33.6450065416485,32.36611426079372,31.8821412996075,41.804840819886614,56.023331879633666,38.11720453554296,49.376253815961626,51.2537069341474,39.93676406454426,36.39511556912342,46.355320540776276,38.45682511993022,51.280963802878325,44.205625817706064,34.032163105102484,44.238988225032706,39.15067597034453,38.88181421718273,50.907108591365024,44.26264718709115,37.752289576973396,56.179895333624074,45.97023549934583,36.13464893153075,31.961077191452247,28.72863061491496,31.404491931966856,40.75207152202355,42.051897078063675,52.502398604448324,46.281945050152636,40.57261229829917,36.7481465329263,40.78630614914959,26.297863061491494,33.75305276929787,52.41637592673354,31.290340165721762,43.64718709114697,37.96631051024858,43.36273440907109,51.66986480593109,42.167575228957695,37.37679895333624,50.049280418665504,44.18022241604884,31.40318360226777,59.97808547754034,32.25468818142172,38.46969036197122,33.138682948102925,37.14424334932403,26.76035761011775,33.636938508504144,30.85488443087658,70.44581334496293,31.083406018316616,24.78881378107283,34.98931530745748,33.862952464020935,34.62320104666376,40.67280854775404
PKHD1,68.86230192851,71.86629406706793,73.70789829259304,86.0640584694755,80.04907259550424,60.27613315317529,51.0307701756541,78.28424026532367,57.535683576956146,88.82913646972116,58.024874094091636,61.889694140768945,74.92525488269254,77.92722024321337,56.743029111902715,71.47825819923843,127.124554723007,54.687630512222086,73.76851738115711,53.30076157720182,55.09716251074806,62.161036727674734,67.07910576096303,65.77410637513819,73.32858371207469,74.8724358186955,101.10877042132417,60.53021741800762,78.50816852966466,94.40388158702862,72.95227858985383,76.97064242722024,61.35087827048274,62.67117061786021,55.664353273553616,76.7556811202555,91.62645866601154,65.79523400073701,61.68062891536666,82.87507677189535,67.67006510256725,54.73185112394055,55.147770544159194,47.13333742783442,76.44484707038447,57.68677066699423,74.95749907873726,77.45319985259796,67.34221840068787,109.44619825574254,54.25807640339025,85.6908856405847,106.1240633828768,76.71434713180199,77.82925930475372,54.99453384105147,148.56811202554968,54.59617983048766,62.35585308930107,80.06221594398723,62.12443188797445,64.43397617000369,73.03635916963518,67.38361380665766,90.02984891290996,60.26016459894362,54.04157965851861,83.79025918191869,53.96407075297875,66.54477336936495,56.13677680874586,98.13204765999264,53.86273185112394,103.97684559636409,51.969598329443556,73.32852229455841,57.50804569463211,95.53457806166318,60.165704458911684,99.26268271711092
ANK3,57.90873533246415,82.30638852672752,59.60501363043736,76.97848761408083,90.7679862510371,66.64614199359963,59.12338508948678,58.732310062818534,71.96912409624274,71.67198056181107,62.229583975346685,69.54059499822212,57.45270830864051,58.7252577930544,65.31213701552684,58.981687803721705,68.44885622851724,60.95845679743985,56.717257318952235,59.547765793528505,61.07241910631741,67.52240132748608,75.27900912646675,73.82298210264312,82.80816640986133,71.38177077160128,65.63938603769112,68.70741969894512,90.5292165461657,72.58676069693018,83.46971672395401,87.59926514163803,62.52222353917269,70.29495081189997,63.50373355458101,68.13772668009956,76.16623207301173,72.57342657342657,78.2006044802655,91.79554343961124,76.53976531942634,60.64134170913832,61.598613251155626,59.844968590731305,59.63209671684248,65.25660779898068,67.54189877918691,84.03223894749318,74.98435462842242,75.91798032475998,62.07301173402868,93.25637074789617,68.27966101694915,64.36334004978073,85.4339220101932,59.74599976294891,71.16386156216664,64.57170795306388,79.31035913239303,89.82807870096006,68.41655801825293,49.512445181936705,85.31397416143179,77.12095531587057,52.30301054877326,66.83744221879815,67.5100154083205,66.12178499466636,61.29637311840702,57.84016830627,62.74256252222354,55.101931966338746,67.9851843072182,80.51860851013393,57.913950456323334,80.98192485480621,70.4376555647742,53.673343605547,67.36150290387579,81.44571530164751
MALAT1,39.92386311437758,52.66995865870464,34.47599908130455,38.6070280202113,43.869430408819476,32.93385392742306,29.05156178226918,30.59232889297198,33.91812126779973,33.48254478640331,31.778135048231512,34.025953146531926,39.140330730362884,43.25574184657786,31.71290767110703,29.39584290307763,35.454524575103356,29.28146531924667,24.463941203491043,29.353927423059258,29.763091410197518,34.854846118511716,37.66938447404685,37.82441433164906,42.24345429490124,40.76584749655489,32.434313275149286,31.40112540192926,46.17765273311897,36.4903536977492,38.76125401929261,44.196945337620576,31.7451768488746,35.36966008268259,30.12574644005512,34.799724391364265,34.93661001378043,35.394464859898946,37.69143316490583,48.287322002756085,55.27032613688562,30.79042259990813,30.123794212218648,30.206361966008267,31.09554432705558,35.09841525034451,34.81901699586587,41.79375287092329,37.67604501607717,52.12700964630225,29.629306384933393,48.111506660542034,35.203146531924666,34.955213596692694,43.6421681212678,42.30225080385852,35.18523197060175,32.51263206247129,41.80385852090032,42.650895728066146,33.40468534680753,34.673288929719796,43.24666972898484,38.59439595774001,26.439366100137804,33.59519981626091,33.33727606798347,31.846692696371154,28.085094166283877,28.251378043178686,26.598530087276067,28.50574184657786,34.22645842903078,40.73932016536518,30.785369774919616,41.65319246669729,46.01148369315572,26.42937528709233,34.419843821773085,40.885163068442814
MYO18B,26.157384705195565,48.019381202568596,37.81144191476941,34.13193228254524,44.860361938120256,32.73671920607122,27.359136018680676,26.842965557501458,32.00747227086982,34.94103911266784,31.477641564506712,34.53613543490952,40.35610040863981,26.585522475189727,30.178166958552247,28.99778166958552,32.26071220081728,30.54547577349679,27.20642148277875,29.115586690017512,31.036310566258027,32.645417396380616,33.85475773496789,39.28079392877992,39.6082895504962,41.89620548744892,30.240980735551663,33.6347927612376,43.872504378283715,34.176298890834794,36.62346760070052,35.306946876824284,32.59754816112084,34.783771161704614,29.34302393461763,30.662697022767077,34.45557501459428,30.33158201984822,35.835960303561,45.30531231757151,34.8918855808523,29.148511383537652,28.110799766491535,29.73578517221249,29.09608873321658,31.921657910099242,33.04798598949212,41.55960303561004,35.39474605954466,46.48651488616462,27.476941039112667,48.04798598949212,29.800233508464682,31.463047285464096,43.73917104495038,28.720023350846468,34.113718622300055,28.739754816112082,32.16322241681261,40.58797431406889,33.64214827787507,35.362872154115585,31.647285464098072,34.475656742556914,25.156567425569175,31.364856976065383,31.111850554582603,30.247285464098074,29.29620548744892,29.713835376532398,29.779451255107997,27.114302393461763,29.01529480443666,37.5717454757735,27.850204319906595,37.616695855224755,34.21879743140689,25.381903093987155,29.88091068301226,34.14687682428488
DNAH9,75.11636363636363,107.66210909090908,83.29454545454546,70.80945454545454,94.46952727272728,70.02327272727273,60.15614545454545,60.85818181818182,65.23549090909091,74.73076363636363,61.31825454545454,72.40145454545454,111.49127272727273,59.91250909090909,65.6077090909091,61.287054545454545,72.29301818181818,40.20429090909091,58.716145454545455,62.275054545454545,62.89047272727273,70.41912727272727,74.1688,77.62116363636363,84.39643636363637,87.70181818181818,68.30101818181818,70.72021818181818,92.37461818181818,76.26196363636363,84.2762909090909,84.93294545454546,68.05381818181819,71.25105454545455,64.64938181818182,69.13490909090909,75.10189090909091,70.62450909090909,70.22967272727273,96.82392727272727,76.13047272727273,62.84850909090909,62.37898181818182,58.12458181818182,59.35352727272727,67.24247272727273,71.21243636363636,88.88450909090909,77.5010909090909,96.63389090909091,61.32036363636364,98.01803636363637,63.34443636363636,67.60807272727273,91.62181818181818,63.39869090909091,71.94654545454546,63.51629090909091,73.31323636363636,90.63381818181819,70.39541818181819,50.47869090909091,79.4658909090909,75.7338909090909,77.87687272727273,67.9008,64.92814545454546,65.56487272727273,63.1304,60.756,37.27716363636364,57.49207272727273,61.08298181818182,81.15716363636363,60.514545454545456,84.95709090909091,67.79549090909092,56.8944,68.23818181818181,77.19374545454545
