#hg38.knownCanonical.chrom	hg38.knownCanonical.chromStart	hg38.knownCanonical.chromEnd	hg38.kgXref.kgID	hg38.kgXref.geneSymbol
chr10	199881	199981	uc057rdp.1	AL589988.1
chr10	125032782	125032870	uc021qan.1	MIR4296
chr10	23393404	23393467	uc031vzt.1	MIR1254-2
chr10	98431291	98431360	uc021pww.2	MIR4685
chr10	97482668	97482773	uc057vfy.1	AL355490.1
chr10	47918738	47923524	uc031wfx.2	CH17-360D5.1
chr10	57304478	57304559	uc021prb.1	MIR3924
chr10	112634169	112634254	uc021pyf.1	MIR4295
chr10	35641171	35641252	uc057sts.1	MIR4683
chr10	48985511	48985587	uc021ppz.1	MIR4294
chr10	130962587	130962668	uc021qaz.1	MIR378C
chr10	125819739	125819822	uc021qaq.1	MIR4484
chr10	47467992	47484055	uc001jev.5	ANXA8
chr10	47348370	47357875	uc001jez.3	RBP3
chr10	120463833	120463931	uc057wjm.1	AC073587.1
chr10	83437033	83437129	uc057uoi.1	AL356140.1
chr10	33034654	33034924	uc057sqy.1	RN7SL847P
chr10	45972448	46003734	uc001jiu.5	TIMM23
chr10	119958512	119958592	uc021pzs.1	MIR4682
chr10	20551969	20552046	uc021pnt.1	MIR4675
chr10	89063334	89063411	uc021pwa.1	MIR4679-1
chr10	47351739	47351838	uc057tbm.1	AL731561.1
chr10	133371555	133371663	uc021qbg.1	MIR3944
chr10	97875811	97875897	uc057vgq.1	AL139239.1
chr10	122416964	122417067	uc021qad.1	MIR3941
chr10	2789038	2789125	uc057rgc.1	AL355361.1
chr10	76242021	76242301	uc057uhi.1	RN7SL518P
chr10	12130759	12130816	uc031vxh.1	MIR548AK
chr10	119377971	119378043	uc021pzq.1	MIR4681
chr10	45984609	45984810	uc021pql.1	SNORA74
chr10	47365495	47384273	uc001jex.3	ZNF488
chr10	110898089	110898155	uc021pye.2	MIR4680
chr10	81144651	81144731	uc021puz.2	AL356154.1
chr10	130995305	130995387	uc057wwg.1	AL607076.1
chr10	129487868	129487982	uc057wvl.1	AL355531.1
chr10	25091455	25091554	uc057shz.1	AL139821.1
chr10	69859213	69859299	uc057tur.1	AL138925.1
chr10	116620952	116645143	uc031wuh.2	PNLIPRP2
chr10	35079597	35079680	uc031wcn.1	MIR3611
chr10	14383199	14383277	uc031vxu.1	MIR4293
chr10	73428666	73428736	uc057uba.1	AL353731.1
chr10	96064314	96064399	uc021pwn.1	MIR3157
chr10	46006411	46030607	uc009xon.4	NCOA4
chr10	68007717	68008017	uc057tpt.1	RN7SL220P
chr10	47300385	47313547	uc001jfb.4	GDF10
chr10	133497550	133497636	uc057wzz.1	AL161645.1
chr10	51265324	51265452	uc057thd.1	AC022537.1
chr10	129843298	129843374	uc021qaw.1	MIR4297
chr10	72721028	72721100	uc021pti.1	MIR4676
chr10	103974514	103974814	uc057vts.1	RN7SL524P
chr10	89264339	89264406	uc057uub.1	AL353751.1
chr10	117167677	117167774	uc021pzl.1	MIR3663
chr10	37831888	37831971	uc057suo.1	AL135791.1
chr10	104268335	104268405	uc021pxt.1	MIR4482
chr10	73625995	73626790	uc057ucg.1	RP11-464F9.20
chr10	75642475	75643106	uc057uhd.1	RP11-310J24.3
chr10	94279276	94287070	uc057uyv.1	PLCE1-AS1
chr10	76558349	76560994	uc057uhy.1	RP11-325D15.2
chr10	102450192	102461106	uc057vqj.1	RPARP-AS1
chr10	97153045	97292637	uc057vdq.1	ARHGAP19-SLIT1
chr10	22316408	22329542	uc009xkg.4	COMMD3-BMI1
chr10	95974028	96032675	uc057vbv.2	RP11-690P14.4
chr10	72274914	72275980	uc021ptf.2	RP11-442H21.2
chr10	35210415	35210750	uc057stf.1	RP11-324I22.3
chr10	85644072	85648066	uc001kdm.1	RP11-93H12.4
chr10	104312140	104313881	uc057vun.1	RP11-127L20.5
chr10	75279725	75401246	uc057ugt.1	RP11-399K21.11
chr10	95860547	95924844	uc057vbj.1	RP11-248J23.7
chr10	10418738	10462349	uc284muu.1	RP11-271F18.4
chr10	102854271	102901899	uc057vrs.1	BORCS7-ASMT
chr10	110910595	110912244	uc057vzq.1	RP11-348N5.7
chr10	11679674	11680514	uc057rrf.1	RP11-138I18.2
chr10	35315331	35336401	uc057stm.1	RP11-324I22.4
chr10	11611304	11612227	uc057rre.1	RP11-138I18.1
chr10	70929924	70932057	uc057tvy.1	RP11-432J9.3
chr10	124447712	124450048	uc057wpo.1	RP13-238F13.3
chr10	120879255	120880667	uc057wkj.1	RP11-95I16.4
chr10	73699150	73730487	uc001juv.3	BMS1P4
chr10	73654099	73674719	uc057uck.1	RP11-464F9.21
chr10	86970740	87010126	uc057urd.1	AGAP11
chr10	84138419	84140582	uc057uom.1	RP11-338I21.1
chr10	22332586	22332981	uc057sfr.1	RP11-573G6.8
chr10	13217268	13217375	uc031vxo.1	RNU6-6P
chr10	73703734	73713509	uc057ucq.1	RP11-574K11.29
chr10	109869857	109869992	uc057vwo.1	RNU4-5P
chr10	22340376	22340615	uc057sfs.1	RP11-573G6.10
chr10	31187882	31261910	uc057snz.1	RP11-192P3.4
chr10	46632386	46635472	uc057taz.1	RP11-38L15.8
chr10	79825901	79827602	uc001kbe.2	RP11-182L21.6
chr10	79663191	79664786	uc057ulp.1	RP11-182L21.5
chr10	12116279	12116379	uc057rrw.1	RNU6-88P
chr10	86993431	87024732	uc001kef.4	RP11-96C23.14
chr10	22332403	22332987	uc057sfq.1	RP11-573G6.9
chr10	72582802	72583086	uc057tyr.1	RN7SL840P
chr10	100911102	100912739	uc057vku.1	RP11-179B2.2
chr10	73796513	73801399	uc057udo.1	ZSWIM8-AS1
chr10	61684891	61685388	uc057tmz.1	RP11-63A2.2
chr10	73124572	73125405	uc057tzn.1	RP11-152N13.16
chr10	72766559	72767052	uc057tza.1	RP11-354E23.5
chr10	73098043	73101297	uc057tzk.1	RP11-344N10.5
chr10	86749753	86756298	uc057uqj.1	RP11-359E3.4
chr10	75409156	75411842	uc031wlj.2	RP11-399K21.14
chr10	86965739	86971311	uc057uqy.1	ADIRF-AS1
chr10	74821609	74822130	uc057ufe.1	RP11-222G7.2
chr10	5813984	5814441	uc057rks.1	RP11-318E3.9
chr10	63465228	63466563	uc010qir.3	JMJD1C-AS1
chr10	73630555	73631490	uc057uch.1	RP11-464F9.22
chr10	91908130	91909348	uc057uvp.1	RP11-402D21.2
chr10	14877687	14878686	uc057ryn.1	RP11-398C13.6
chr10	67849524	67850746	uc057tpj.1	RP11-57G10.8
chr10	102914584	102915404	uc057vrv.1	RP11-724N1.1
chr10	30831827	30833387	uc057snv.1	RP11-330O11.3
chr10	73796513	73811651	uc057udp.1	RP11-574K11.31
chr10	102642791	102644140	uc057vqy.1	RP11-47A8.5
chr10	38137336	38144399	uc057svc.1	RP11-508N22.12
chr10	72053293	72054037	uc057txa.1	RP11-150D20.5
chr10	3065423	3066001	uc057rge.1	RP11-118K6.3
chr10	43136823	43138334	uc057svz.1	RP11-351D16.3
chr10	33341654	33341905	uc057srj.1	RP11-90B22.1
chr10	38149967	38150293	uc057svd.1	RP11-508N22.13
chr10	100412933	100413421	uc057vjl.1	RP11-285F16.1
chr10	32887254	32889311	uc057sqf.1	RP11-479G22.8
chr10	24953240	24953513	uc057shv.1	RP11-165A20.3
chr10	103608618	103610050	uc057vtm.1	RP11-416N2.4
chr10	90997479	90997713	uc057uvl.1	RP11-236B18.5
chr10	110428839	110496187	uc057vyr.1	RP11-525A16.4
chr10	17137335	17137585	uc057sap.1	RP11-406H21.2
chr10	101060028	101061005	uc057vmg.1	RP11-108L7.15
chr10	75408972	75409326	uc057ugx.1	RP11-399K21.13
chr10	102483038	102483559	uc057vqu.1	RP11-18I14.11
chr10	35606000	35608153	uc057str.1	RP11-425A6.5
chr10	66079242	66118326	uc057tox.1	RP11-210G22.1
chr10	44958916	44959458	uc057sxr.1	RP11-285G1.14
chr10	79968212	79973213	uc057umi.1	SFTPD-AS1
chr10	86970236	86970826	uc057urc.1	RP11-96C23.15
chr10	94314906	94315327	uc057uyy.1	RP11-76P2.4
chr10	13675645	13675990	uc057rwx.1	RP11-295P9.12
chr10	100967687	100968135	uc057vkw.1	RP11-108L7.14
chr10	103450195	103450852	uc057vsz.1	RP11-225H22.7
chr10	131980239	131981337	uc057wwr.1	RP11-45A17.4
chr10	69458671	69458738	uc057ttx.1	AC016821.2
chr10	21455235	21455515	uc057sds.1	Metazoa_SRP
chr10	96130030	96130117	uc057vce.1	AC021037.1
chr10	124996063	125001491	uc057wqk.1	RP11-59C5.3
chr10	118113309	118113418	uc057wgg.1	AC022395.1
chr10	133685028	133685112	uc057xau.1	AL845259.2
chr10	47970042	47973496	uc057tcg.1	CH17-360D5.3
chr10	121949411	121949487	uc057wly.1	ZNRD1-AS1_2
chr10	11927350	11927441	uc057rrq.1	AL138898.1
chr10	133748000	133748084	uc057xax.1	AL732375.1
chr10	121965763	121967700	uc057wmg.1	RP11-500G22.5
chr10	114168155	114168280	uc057wch.1	Hammerhead_HH10
chr10	87154040	87154369	uc057urm.1	RN7SL733P
chr10	26159493	26159545	uc057sij.1	AL360217.1
chr10	133257143	133257551	uc057wyi.1	RP13-49I15.6
chr10	69098495	69098794	uc057tsp.1	Metazoa_SRP
chr10	133678419	133678503	uc057xas.1	AL845259.3
chr10	98924498	98924568	uc031wqp.1	MIR6507
chr10	66497276	66497380	uc057toy.1	AC016819.1
chr10	133757918	133758002	uc057xba.1	AL732375.2
chr10	46648947	46649276	uc057tba.1	RN7SL248P
chr10	46286997	46330129	uc031wet.2	ANTXRL
chr10	90086268	90086336	uc057uuu.1	AL139340.1
chr10	133668511	133668595	uc057xap.1	AL845259.4
chr10	93975257	93975349	uc057uyf.1	AL365510.1
chr10	36438660	36438788	uc057stx.1	SNORA40
chr10	120819306	120824994	uc057wjv.1	RP11-323P17.2
chr10	82864173	82864259	uc057uog.1	AL354749.1
chr10	100666694	100667009	uc057vkn.1	Metazoa_SRP
chr10	133374735	133374869	uc057wzi.1	RP11-122K13.15
chr10	77966172	77966440	uc057ujw.1	Metazoa_SRP
chr10	101912997	101913279	uc057vor.1	Metazoa_SRP
chr10	3991159	3991259	uc031vvi.1	MIR6078
chr10	71790746	71790800	uc031wko.1	MIR7152
chr10	16767234	16767416	uc057sal.1	uc_338
chr10	129845327	129845895	uc057wvx.1	RP11-234G16.5
chr10	114280724	114281258	uc057wcl.1	CTB-1144G6.6
chr10	28289257	28289350	uc031wap.1	MIR8086
chr10	129053002	129053052	uc057wvh.1	AL355537.1
chr10	133681729	133681813	uc057xat.1	AL845259.5
chr10	129837504	129837794	uc057wvv.1	RP11-234G16.4
chr10	133741380	133741464	uc057xav.1	AL732375.3
chr10	114688010	114688101	uc057wdf.1	AL354873.1
chr10	88992369	88992539	uc057utx.1	FAS-AS1
chr10	133675109	133675193	uc057xar.1	AL845259.6
chr10	3234462	3234600	uc057rhb.1	AL451164.1
chr10	102409041	102409102	uc057vpv.1	AL121928.1
chr10	23718086	23718188	uc057sgx.1	AL355977.1
chr10	30368596	30368665	uc031wbk.1	MIR7162
chr10	47995354	47999791	uc010qgj.3	FAM25C
chr10	94688153	94853073	uc057uzo.1	RP11-400G3.5
chr10	133671810	133671894	uc057xaq.1	AL845259.7
chr10	47692398	47692727	uc057tbz.1	RN7SL453P
chr10	133751309	133751393	uc057xay.1	AL732375.4
chr10	103165133	103165196	uc057vsk.1	AL360001.1
chr10	121956781	121957098	uc057wlz.1	RP11-500G22.4
chr10	57095698	57095781	uc057tjk.1	AC026393.1
chr10	47908063	47991800	uc057tcd.1	CH17-360D5.2
chr10	112299611	112299690	uc031wtm.1	MIR6715A
chr10	67403350	67403410	uc031wjq.1	MIR7151
chr10	133744690	133744774	uc057xaw.1	AL732375.5
chr10	133761217	133761301	uc057xbb.1	AL732375.6
chr10	130104568	130104998	uc057wvz.1	RP11-500G10.5
chr10	76818712	76818778	uc057uhz.1	AC013738.1
chr10	126387726	126387782	uc057wtp.1	AL589787.1
chr10	44292749	44294649	uc031pus.1	C10orf142
chr10	97297289	97297557	uc057vdw.1	Metazoa_SRP
chr10	75568542	75568639	uc057uhb.1	AL589863.1
chr10	125869294	125869576	uc057wsw.1	Metazoa_SRP
chr10	24255245	24255333	uc057sha.1	PRINS
chr10	118692360	118693535	uc057whd.1	RP11-427L15.2
chr10	45016100	45147221	uc057syh.1	RP11-285G1.15
chr10	47750863	47763592	uc057tca.1	ABC7-42404400C24.1
chr10	111958711	111958799	uc031wtk.2	AL392167.1
chr10	117267115	117268668	uc057wfi.1	RP11-129M16.4
chr10	131971201	131971533	uc057wwq.1	RP11-45A17.2
chr10	2076018	2076089	uc031vuz.1	MIR6072
chr10	14391874	14392196	uc057rxj.1	Metazoa_SRP
chr10	51526340	51526433	uc057thf.1	AL157399.1
chr10	85613016	85613186	uc057upu.1	uc_338
chr10	133247510	133247620	uc009ybh.2	MIR202
chr10	3134565	3145166	uc057rgp.1	RP11-298E9.7
chr10	133665201	133665285	uc057xao.1	AL845259.8
chr10	120984965	120985596	uc057wkq.1	RP11-95I16.6
chr10	103027335	103027498	uc057vrw.1	uc_338
chr10	133526258	133527513	uc057xac.1	RP11-108K14.12
chr10	110907482	110908182	uc057vzp.1	RP11-348N5.9
chr10	101902599	101902658	uc057voq.1	AL391827.1
chr10	71894310	71894411	uc057twz.1	AC073370.1
chr10	133754608	133754692	uc057xaz.1	AL732375.7
chr10	96128391	96128452	uc057vcc.1	AC021037.2
chr10	98076360	98076421	uc021pwt.1	KCNQ1DN
chr10	124623352	124624079	uc057wpw.1	RP11-12J10.4
chr10	7411598	7413467	uc057roh.1	RP5-1031D4.3
chr10	76270205	76270800	uc057uhk.1	RP11-43N22.1
chr10	24481179	24483034	uc057shb.1	RP11-144I2.1
chr10	46337223	46358714	uc057szz.1	CTGLF11P
chr10	73742994	73744230	uc057uct.1	RP11-574K11.24
chr10	26695090	26697625	uc057siw.1	RP13-16H11.8
chr10	32543368	32583286	uc057sqc.1	RP11-195O1.5
chr10	112831168	112832454	uc057way.1	RP11-57H14.5
chr10	80249709	80254121	uc057und.1	RP11-36D19.9
chr10	80091410	80091867	uc057umq.1	RP11-369J21.12
chr10	71364242	71366374	uc057twe.1	RP11-327E2.5
chr10	46370758	46382626	uc057tac.2	CH17-335B8.4
chr10	72756397	72757016	uc057tyz.1	RP11-354E23.4
chr10	10394669	10395737	uc057rpv.1	RP11-271F18.3
chr10	93071971	93073466	uc057uwq.1	RP11-348J12.5
chr10	21865334	21865921	uc057seh.1	RP11-399C16.3
chr10	22252071	22254589	uc021pod.4	RP11-573G6.4
chr10	73769263	73772862	uc057ucx.1	RP11-574K11.32
chr10	127734561	127736996	uc009yar.2	RP11-288A5.2
chr10	114424444	114427398	uc057wcq.1	RP11-317F20.3
chr10	75450080	75451725	uc057uha.1	RP11-399K21.12
chr10	22693952	22694639	uc057sgg.1	RP11-142L16.2
chr10	48443835	48445820	uc057tdb.1	RP11-541M12.6
chr10	50334537	50336123	uc057tgf.1	RP11-521C22.2
chr10	85526879	85531115	uc057upm.1	RP11-113E21.2
chr10	131996737	131999846	uc001lkw.1	RP11-45A17.3
chr10	11395807	11398792	uc057rra.1	RP11-544P1.3
chr10	85555483	85557436	uc057upo.1	RP11-113E21.3
chr10	72730556	72731175	uc057tyy.1	RP11-354E23.3
chr10	73791217	73791490	uc057udf.1	RP11-574K11.26
chr10	79970962	79973213	uc057umj.1	RP11-479O17.9
chr10	79681972	79684094	uc057ulr.1	RP11-119F19.5
chr10	70434828	70436556	uc057tvo.1	RP11-104F15.9
chr10	131831909	131833508	uc057wwj.1	XX-FYM637E10_5.1
chr10	5346650	5347277	uc057rji.1	XXyac-YR21CG7.1
chr10	93772680	93788605	uc057uxw.1	RP11-437J2.4
chr10	50562230	50562330	uc057tgp.1	AL117341.1
chr10	119060009	119060078	uc057whk.1	AL355598.1
chr10	89853905	89914948	uc057uut.1	LINC01374
chr10	125707415	125749525	uc057wri.1	RP11-383C5.8
chr10	93762452	93771991	uc057uxv.1	RP11-437J2.3
chr10	103745965	103755423	uc057vto.1	SH3PXD2A-AS1
chr10	35778301	35800920	uc031wcr.1	PCAT5
chr10	59340778	59340862	uc057tkm.1	AC025038.1
chr10	25651711	25732935	uc001isl.1	LINC00836
chr10	128181135	128317726	uc001lkg.1	LINC01163
chr10	80193745	80193982	uc057unb.1	Metazoa_SRP
chr10	106952524	106952680	uc057vvk.1	AL160010.1
chr10	76350748	76351228	uc057uho.1	AC013286.1
chr10	6774306	6779180	uc031vwd.2	LINC00706
chr10	113733115	113733234	uc057wby.1	AL592546.1
chr10	17832408	17832705	uc057sbu.1	Metazoa_SRP
chr10	6655661	6655798	uc057roc.1	AL158210.1
chr10	99502664	99502707	uc021pwx.1	U7
chr10	116827488	116827564	uc057wez.1	AC023283.1
chr10	77912279	77912362	uc057uju.1	AL391421.1
chr10	125173744	125173986	uc057wqs.1	Metazoa_SRP
chr10	86751610	86751772	uc057uqk.1	Clostridiales-1
chr10	58694926	58695005	uc057tju.1	AC012168.1
chr10	86948676	86949875	uc284mwp.1	RP11-411A19.5
chr10	60139911	60140877	uc284mvt.1	RP11-388P9.3
chr10	13610046	13655929	uc057rum.1	RP11-295P9.13
chr10	1290017	1293002	uc284mut.1	RP11-29A19.2
chr10	102845915	102854513	uc284mwx.1	RP11-753C18.12
chr10	125162378	125162971	uc284mxf.1	RP11-151A10.3
chr10	78238254	78675109	uc057ukm.1	RP11-90J7.3
chr10	5048811	5107503	uc021pml.3	AKR1C3
chr10	95844476	95866383	uc284mwv.1	AL365273.1
chr10	65134494	65141011	uc284mvx.1	RP11-252C24.3
chr10	72467748	72473304	uc057tyk.1	RP11-205A8.4
chr10	78538390	78551719	uc284mwo.1	RP11-17G2.1
chr10	28303299	28307658	uc284mvp.1	RP11-351M16.4
chr10	34973983	34975576	uc284mvs.1	RP11-297A16.4
chr10	90622142	90623611	uc284mwq.1	RP11-30G13.1
chr10	131891639	131895297	uc284mxg.1	ABC11-4932300O16.1
chr10	78176927	78178186	uc284mwd.1	RP11-157J13.1
chr11	64269833	64284669	uc001nzd.4	BAD
chr11	3357926	3379145	uc001lxs.4	ZNF195
chr11	17392884	17476845	uc001mnc.4	ABCC8
chr11	60924480	60937159	uc001nqi.4	TMEM132A
chr11	68008577	68028696	uc031xti.2	ALDH3B1
chr11	17494331	17544307	uc001mne.4	USH1C
chr11	31788909	31817961	uc058abq.1	PAX6
chr11	61515312	61581148	uc001nrv.4	SYT7
chr11	17086571	17169741	uc001mmq.6	PIK3C2A
chr11	60971679	61020377	uc001nqq.4	CD6
chr11	65261761	65298685	uc001odj.4	POLA2
chr11	65181193	65212006	uc009yqd.3	CAPN1
chr11	124747471	124752238	uc001qas.4	VSIG2
chr11	118606439	118658031	uc001ptr.3	PHLDB1
chr11	45147342	45225087	uc031qaa.2	PRDM11
chr11	45240300	45286319	uc001myq.3	SYT13
chr11	94415577	94493908	uc001peu.4	MRE11A
chr11	73646177	73662819	uc001oua.3	PLEKHB1
chr11	3087115	3165354	uc001lxk.3	OSBPL5
chr11	123525821	123627774	uc001pyx.4	GRAMD1B
chr11	494560	507300	uc001lpq.3	RNH1
chr11	102317449	102339394	uc058guu.1	BIRC3
chr11	47248955	47268781	uc058bcq.1	NR1H3
chr11	35139180	35230027	uc001mvu.4	CD44
chr11	47778086	47848467	uc001ngm.4	NUP160
chr11	78215296	78417806	uc001ozh.4	GAB2
chr11	119355215	119381726	uc001pwm.5	USP2
chr11	93784226	93814695	uc001pem.5	MED17
chr11	129375939	129452279	uc001qfc.5	BARX2
chr11	113797873	113875570	uc001poh.4	USP28
chr11	77659995	77821017	uc001oyn.4	RSF1
chr11	32090903	32105755	uc010reb.3	RCN1
chr11	11963105	12009370	uc001mjw.4	DKK3
chr11	6211344	6234711	uc001mck.5	FAM160A2
chr11	43358940	43494933	uc001mxi.4	TTC17
chr11	44260443	44310166	uc001myb.4	ALX4
chr11	2444990	2849109	uc001lwn.4	KCNQ1
chr11	74696428	74731175	uc001ovh.5	CHRDL2
chr11	73405982	73598183	uc001oty.3	FAM168A
chr11	73376263	73397472	uc001otv.4	RELT
chr11	32893177	32980266	uc001mty.4	QSER1
chr11	75768731	75801534	uc001oxa.4	DGAT2
chr11	124673843	124697518	uc058ird.1	SPA17
chr11	2302012	2318142	uc001lvy.2	TSPAN32
chr11	125960678	126063292	uc001qdc.5	CDON
chr11	47354859	47378576	uc001nfc.2	SPI1
chr11	30410070	30580496	uc001msr.4	MPPED2
chr11	64726910	64745456	uc009ypw.3	RASGRP2
chr11	64924670	64934473	uc001oby.4	PPP2R5B
chr11	64746388	64760297	uc001oax.5	PYGM
chr11	68684474	68691175	uc001oob.4	GAL
chr11	637292	640706	uc001lqp.3	DRD4
chr11	626430	627143	uc001lqo.2	SCT
chr11	576520	611964	uc010qwc.4	PHRF1
chr11	17276764	17332211	uc001mmw.4	NUCB2
chr11	2404514	2423045	uc001lwm.5	TRPM5
chr11	60492777	60507430	uc001npr.4	MS4A12
chr11	63838927	63911019	uc058crx.1	MARK2
chr11	10573094	10693752	uc010rcc.2	MRVI1
chr11	85958813	86068929	uc001pbm.4	PICALM
chr11	77614529	77637805	uc001oyk.4	CLNS1A
chr11	86244543	86278736	uc001pbp.4	EED
chr11	18480310	18527232	uc001mor.4	TSG101
chr11	108121515	108147776	uc001pjy.4	ACAT1
chr11	69771015	69775403	uc001opg.2	FGF4
chr11	114439385	114450279	uc058hnt.1	REXO2
chr11	114400029	114410607	uc001pov.5	RBM7
chr11	119308528	119317116	uc001pwf.4	MCAM
chr11	95768941	95789791	uc001pfn.3	FAM76B
chr11	89177451	89295759	uc001pcs.4	TYR
chr11	74592529	74643057	uc001ovf.3	POLD3
chr11	90134528	90192894	uc001pdf.5	NAALAD2
chr11	76860872	77026797	uc009yum.2	ACER3
chr11	1274370	1309622	uc001lte.4	TOLLIP
chr11	133908563	133956985	uc031qfh.2	IGSF9B
chr11	101029623	101130524	uc001pgh.3	PGR
chr11	67583594	67586660	uc001omf.4	GSTP1
chr11	130069905	130144811	uc010sby.3	APLP2
chr11	33708699	33736439	uc001muv.5	CD59
chr11	44565590	44620363	uc001myc.4	CD82
chr11	70398403	70436584	uc001opw.5	CTTN
chr11	76186324	76206532	uc001oxe.4	WNT11
chr11	49146634	49208670	uc001ngy.3	FOLH1
chr11	113733186	113773811	uc001poe.4	ZW10
chr11	111786255	111871533	uc031yet.2	ALG9
chr11	89326343	89491485	uc001pct.4	NOX4
chr11	95832881	95924295	uc001pfu.4	MTMR2
chr11	66052335	66068911	uc001ogy.2	SF3B2
chr11	77821128	77872352	uc058fuq.1	AAMDC
chr11	62625058	62646616	uc001nub.5	GANAB
chr11	22338096	22379503	uc001mqk.4	SLC17A6
chr11	114521714	114559858	uc001ppa.5	NXPE1
chr11	118572452	118602928	uc001ptq.4	ARCN1
chr11	616576	626078	uc057xiz.1	CDHR5
chr11	561051	564018	uc001lqc.4	RASSF7
chr11	2140516	2148666	uc001lvk.3	IGF2-AS
chr11	125904362	125928829	uc001qcz.6	DDX25
chr11	111908622	111923722	uc058hgc.1	CRYAB
chr11	20156154	20160613	uc021qey.2	DBX1
chr11	20363796	20383783	uc001mpz.3	HTATIP2
chr11	88293591	88337787	uc001pck.5	CTSC
chr11	27348868	27363234	uc001mri.2	CCDC34
chr11	114059592	114250676	uc001pop.4	ZBTB16
chr11	31509749	31783998	uc001mtb.5	ELP4
chr11	116773798	116788050	uc001ppp.4	ZPR1
chr11	47617315	47642623	uc010rho.3	MTCH2
chr11	47716516	47767301	uc009ylv.4	FNBP4
chr11	121101172	121191493	uc058imn.1	TECTA
chr11	121292452	121308694	uc001pxu.4	SC5D
chr11	122838499	122872639	uc001pyj.4	CRTAM
chr11	122882527	122959721	uc001pym.5	C11orf63
chr11	134378505	134411918	uc001qhq.4	B3GAT1
chr11	123057488	123062335	uc001pyo.5	HSPA8
chr11	57338516	57370600	uc001nju.4	P2RX3
chr11	124115361	124147721	uc001pzu.4	VWA5A
chr11	64230277	64234281	uc001nys.4	DNAJC4
chr11	124633112	124673881	uc001qan.4	SIAE
chr11	65027407	65040572	uc058dcd.1	SNX15
chr11	58526870	58575861	uc001nmw.4	LPXN
chr11	59172491	59208587	uc001nns.3	DTX4
chr11	64894545	64917248	uc001obx.4	ATG2A
chr11	64851641	64878719	uc001obu.3	EHD1
chr11	59574397	59616144	uc001noc.1	OSBP
chr11	67991103	68004123	uc031xth.1	UNC93B1
chr11	125893485	125903221	uc001qcy.3	PUS3
chr11	126303751	126345749	uc001qdp.3	DCPS
chr11	68154862	68213415	uc001onm.2	SUV420H1
chr11	126269132	126278124	uc001qdi.4	FOXRED1
chr11	68460730	68615334	uc001onw.4	PPP6R3
chr11	64606175	64723188	uc021qkw.2	NRXN2
chr11	60172014	60184666	uc009ymv.4	MS4A6A
chr11	60280585	60308972	uc001noz.4	MS4A4A
chr11	126355659	126414604	uc058izf.1	ST3GAL4
chr11	68754888	68841916	uc001oog.5	CPT1A
chr11	69641086	69654474	uc001opa.4	CCND1
chr11	60842070	60851081	uc001nqa.3	CCDC86
chr11	60890729	60906588	uc001nqf.4	PRPF19
chr11	60913873	60923443	uc001nqg.4	TMEM109
chr11	6259735	6272127	uc001mcp.4	CCKBR
chr11	6431048	6441064	uc001mdg.3	HPX
chr11	6448613	6474459	uc009yfd.4	TRIM3
chr11	90201159	90223364	uc001pdg.4	CHORDC1
chr11	72189557	72196300	uc001osa.3	FOLR1
chr11	72109586	72112780	uc001orw.4	ANAPC15
chr11	72135751	72139890	uc031xur.2	FOLR3
chr11	94128927	94181972	uc001per.4	PANX1
chr11	73308288	73369091	uc001otu.4	ARHGEF17
chr11	116789372	116792420	uc001ppr.4	APOA5
chr11	116820699	116823306	uc001pps.2	APOA4
chr11	116829891	116833072	uc001ppt.2	APOC3
chr11	117327854	117413268	uc001prc.4	CEP164
chr11	10511677	10541217	uc001mis.2	RNF141
chr11	101915014	102001058	uc001pgm.4	CEP126
chr11	10797053	10809110	uc057zbi.1	EIF4G2
chr11	117986347	118001479	uc001prv.5	IL10RA
chr11	11270875	11622005	uc001mjo.3	GALNT18
chr11	102347234	102378670	uc001pgy.5	BIRC2
chr11	118359643	118399207	uc001psv.4	UBE4A
chr11	118747765	118790948	uc031ygs.2	DDX6
chr11	118956315	118958559	uc001puh.4	UPK2
chr11	119206275	119308149	uc001pwe.6	CBL
chr11	119660991	119729084	uc001pwv.4	PVRL1
chr11	33257586	33357023	uc001mum.3	HIPK3
chr11	33542274	33674102	uc021qfs.2	KIAA1549L
chr11	33740945	33774516	uc001muz.4	FBXO3
chr11	34916571	34995971	uc001mvt.4	PDHX
chr11	35251205	35419249	uc001mwd.4	SLC1A2
chr11	36272291	36289429	uc001mwn.5	COMMD9
chr11	60937083	60951785	uc001nqn.3	SLC15A3
chr11	61102394	61127852	uc009ynk.4	CD5
chr11	44066267	44084214	uc001mxx.3	ACCS
chr11	62270154	62273156	uc001ntc.5	SCGB2A2
chr11	46380755	46383799	uc031qav.2	MDK
chr11	46396413	46591364	uc001ncu.3	AMBRA1
chr11	47269673	47330031	uc001ner.2	MADD
chr11	47565600	47571769	uc001nfs.5	PTPMT1
chr11	63938995	63957328	uc009yoz.4	NAA40
chr11	3000921	3057613	uc001lxh.4	CARS
chr11	2899720	2925246	uc001lwx.3	SLC22A18
chr11	2377293	2397419	uc001lwf.2	CD81
chr11	107790990	107859188	uc001pjq.3	SLC35F2
chr11	2297172	2301913	uc009ydj.3	C11orf21
chr11	107591248	107665960	uc001pjm.4	ELMOD1
chr11	14966668	14972286	uc001mlt.2	CALCA
chr11	15966448	16476388	uc001mmg.3	SOX6
chr11	16738400	16756223	uc001mmk.3	C11orf58
