#chrom	chromStart	chromEnd	clusterId	transcript	protein
chr10	103367966	103389065	9078	uc001kwv.5	ENSG00000148835.10
chr10	102133029	102150325	9079	uc001kum.5	ENSG00000148840.10
chr10	104312130	104338404	9080	uc001kyg.5	ENSG00000148841.15
chr10	102918292	103090221	9081	uc001kwm.4	ENSG00000148842.17
chr10	103396647	103446292	9082	uc001kwy.2	ENSG00000148843.13
chr10	126012380	126388455	9083	uc001ljk.4	ENSG00000148848.14
chr10	119499924	119542708	9084	uc001leg.4	ENSG00000148908.14
chr10	27672874	27746060	9215	uc001itx.5	ENSG00000150051.13
chr10	28050992	28282138	9216	uc001iub.2	ENSG00000150054.18
chr10	32567722	32882874	9217	uc001iwn.5	ENSG00000150076.22
chr10	32900391	32958209	9218	uc001iwt.5	ENSG00000150093.18
chr10	43371643	43376335	9219	uc057swf.1	ENSG00000150201.14
chr10	53808069	54801291	9223	uc057tid.1	ENSG00000150275.17
chr10	61901299	62096944	9227	uc001jlt.3	ENSG00000150347.14
chr10	110871806	110900006	9245	uc001kzh.4	ENSG00000150593.15
chr10	111077162	111080907	9246	uc001kzo.4	ENSG00000150594.6
chr10	126905408	127452517	9264	uc001ljt.4	ENSG00000150760.12
chr10	22534848	22714555	9273	uc001irl.5	ENSG00000150867.13
chr10	24981978	25016156	9288	uc001isg.2	ENSG00000151023.16
chr10	25175061	25602226	9289	uc001isj.4	ENSG00000151025.9
chr10	30611778	30629762	9290	uc001ivk.4	ENSG00000151033.8
chr10	60026297	60389730	9304	uc001jky.4	ENSG00000151150.20
chr10	58191516	58267934	9305	uc001jkb.3	ENSG00000151151.5
chr10	77790790	77926526	9308	uc001jzk.4	ENSG00000151208.16
chr10	80271819	80289684	9309	uc001kbw.4	ENSG00000151224.12
chr10	274197	689668	9313	uc001ifp.5	ENSG00000151240.16
chr10	86992405	87010203	9318	uc057ure.1	ENSG00000151303.11
chr10	11920022	12043170	9340	uc001ilc.4	ENSG00000151461.19
chr10	12195965	12250588	9341	uc001ill.4	ENSG00000151465.13
chr10	12896624	13001697	9343	uc001ilq.2	ENSG00000151468.10
chr10	13643705	14330884	9345	uc001ims.4	ENSG00000151474.19
chr10	112447257	112818744	9353	uc001kzz.5	ENSG00000151532.13
chr10	114821743	114864717	9355	uc001lcb.4	ENSG00000151553.14
chr10	4987399	5004023	9365	uc057rik.1	ENSG00000151632.16
chr10	132186899	132205776	9366	uc009ybb.4	ENSG00000151640.12
chr10	133237403	133241929	9367	uc010quy.3	ENSG00000151650.7
chr10	133262402	133276868	9368	uc021qbe.2	ENSG00000151651.15
chr10	7703268	7749520	9369	uc001ijs.4	ENSG00000151655.17
chr10	7750961	7787981	9370	uc001ijt.4	ENSG00000151657.11
chr10	116056932	116273284	9404	uc009xyr.4	ENSG00000151892.14
chr10	118676410	118755246	9405	uc001lds.2	ENSG00000151893.14
chr10	119575436	119596510	9408	uc001lei.2	ENSG00000151923.17
chr10	119651369	119677819	9409	uc001lem.4	ENSG00000151929.9
chr10	14878888	14902512	9470	uc021png.2	ENSG00000152455.15
chr10	14908170	14954048	9471	uc001inn.5	ENSG00000152457.17
chr10	15043895	15073852	9472	uc001inu.2	ENSG00000152463.14
chr10	15097179	15104254	9473	uc031pth.2	ENSG00000152464.14
chr10	15107865	15168693	9474	uc001inz.2	ENSG00000152465.17
chr10	88822131	88851818	9509	uc001kfj.5	ENSG00000152766.5
chr10	89414585	89421001	9511	uc010qnh.3	ENSG00000152778.8
chr10	89430298	89535556	9512	uc001kgm.4	ENSG00000152779.13
chr10	89582987	89643887	9513	uc001kgn.3	ENSG00000152782.16
chr10	92689950	92695646	9517	uc001kid.4	ENSG00000152804.10
chr10	123154276	123170467	9697	uc001lhe.3	ENSG00000154473.17
chr10	123666354	123694607	9698	uc001lhh.4	ENSG00000154478.3
chr10	125766452	125775821	9700	uc001liu.5	ENSG00000154485.4
chr10	126425008	126521441	9701	uc001ljq.4	ENSG00000154493.17
chr10	97458323	97498758	9774	uc001knt.5	ENSG00000155229.20
chr10	97640685	97676434	9776	uc001kog.2	ENSG00000155252.13
chr10	97713723	97718152	9777	uc001koj.5	ENSG00000155254.12
chr10	97737139	97760895	9778	uc001kom.3	ENSG00000155256.17
chr10	97850238	97871578	9779	uc001kos.4	ENSG00000155265.10
chr10	99610521	99620364	9782	uc001kpx.3	ENSG00000155287.10
chr10	96593311	96720514	9810	uc001kmq.4	ENSG00000155629.14
chr10	96981283	96986212	9812	uc001kmv.4	ENSG00000155640.6
chr10	72692130	72887694	9858	uc001jtc.3	ENSG00000156026.14
chr10	73253758	73358859	9860	uc009xrc.4	ENSG00000156042.17
chr10	74151228	74708475	9868	uc001jwi.4	ENSG00000156110.13
chr10	76884880	77638595	9869	uc001jxm.4	ENSG00000156113.20
chr10	103302795	103351134	9899	uc001kwt.3	ENSG00000156374.14
chr10	104122164	104126385	9901	uc001kxu.4	ENSG00000156384.14
chr10	104641100	105265235	9902	uc001kyi.1	ENSG00000156395.12
chr10	102714539	102743492	9903	uc001kwb.3	ENSG00000156398.12
chr10	69180231	69209098	9918	uc001jpe.2	ENSG00000156502.13
chr10	69220302	69267559	9922	uc001jpf.4	ENSG00000156510.12
chr10	69318843	69401882	9923	uc001jpl.5	ENSG00000156515.21
chr10	70137980	70146586	9924	uc001jqr.5	ENSG00000156521.13
chr10	70432314	70441667	9928	uc001jrc.3	ENSG00000156574.9
chr10	74826624	75032622	9935	uc001jwn.3	ENSG00000156650.12
chr10	75111634	75182123	9936	uc001jwx.2	ENSG00000156671.12
chr10	22928023	23037587	11469	uc001irm.6	ENSG00000165309.13
chr10	23439457	23442390	11470	uc001irr.3	ENSG00000165312.6
chr10	31806305	31928807	11471	uc001ivz.3	ENSG00000165322.17
chr10	91410344	91514761	11474	uc001khl.4	ENSG00000165338.16
chr10	48909487	48935190	11481	uc057tdu.1	ENSG00000165383.10
chr10	45454592	45594906	11484	uc001jck.3	ENSG00000165406.15
chr10	79382324	79445627	11489	uc001kak.4	ENSG00000165424.6
chr10	59176589	59247774	11491	uc001jkk.5	ENSG00000165443.11
chr10	59650764	59736002	11492	uc057tkq.1	ENSG00000165449.11
chr10	52765379	52771700	11496	uc001jjt.3	ENSG00000165471.6
chr10	63521362	63625123	11499	uc001jmt.3	ENSG00000165476.13
chr10	44976128	44978810	11510	uc001jbr.5	ENSG00000165507.8
chr10	44997697	45000888	11512	uc057syf.1	ENSG00000165511.6
chr10	45000474	45005326	11513	uc001jbw.4	ENSG00000165512.4
chr10	4826253	4848062	11525	uc001ihi.5	ENSG00000165568.17
chr10	49364180	49395451	11531	uc057tel.1	ENSG00000165606.8
chr10	12165324	12196124	11532	uc001ilj.4	ENSG00000165609.12
chr10	13221766	13234334	11535	uc057rts.1	ENSG00000165623.9
chr10	13438636	13502976	11536	uc001imm.3	ENSG00000165626.16
chr10	7788176	7807815	11537	uc001ijv.4	ENSG00000165629.19
chr10	13586926	13630868	11538	uc001imp.4	ENSG00000165630.13
chr10	7818503	8016627	11539	uc010qbd.4	ENSG00000165632.7
chr10	49014244	49115509	11540	uc001jhf.4	ENSG00000165633.12
chr10	75210153	75231444	11541	uc021ptp.3	ENSG00000165637.13
chr10	75233968	75236011	11543	uc001jxb.4	ENSG00000165644.10
chr10	117241092	117279430	11544	uc001ldd.3	ENSG00000165646.11
chr10	117277273	117375467	11545	uc001lde.2	ENSG00000165650.11
chr10	75397829	75401906	11546	uc001jxg.4	ENSG00000165655.15
chr10	124801784	124836670	11547	uc001lib.4	ENSG00000165660.7
chr10	118297929	118342320	11549	uc001ldo.3	ENSG00000165669.13
chr10	119167702	119178833	11551	uc001lec.5	ENSG00000165672.6
chr10	84139439	84153245	11553	uc001kcs.2	ENSG00000165678.19
chr10	68827540	68895432	11568	uc001jos.3	ENSG00000165730.14
chr10	43077026	43130351	11569	uc001jal.4	ENSG00000165731.17
chr10	68956127	68985073	11570	uc001jov.3	ENSG00000165732.12
chr10	42782800	42834937	11571	uc001jaj.4	ENSG00000165733.7
chr10	132207491	132307940	11572	uc001lle.2	ENSG00000165752.16
chr10	30012799	30059524	11573	uc001iux.4	ENSG00000165757.8
chr10	113679668	113730907	11585	uc010qsa.4	ENSG00000165806.19
chr10	114120861	114174220	11588	uc001lbb.2	ENSG00000165813.16
chr10	114239329	114291513	11589	uc001lbl.3	ENSG00000165816.12
chr10	133309409	133352529	11592	uc021qbf.2	ENSG00000165828.13
chr10	114938192	114977676	11593	uc001lcd.4	ENSG00000165832.5
chr10	94762623	94853260	11595	uc010qnz.3	ENSG00000165841.9
chr10	116663695	116669970	11597	uc001lcr.3	ENSG00000165863.16
chr10	116671191	116742574	11598	uc001lct.3	ENSG00000165868.12
chr10	97319266	97321915	11599	uc001knc.2	ENSG00000165879.8
chr10	97498867	97571209	11600	uc001knv.2	ENSG00000165886.4
chr10	97572498	97583882	11601	uc001knw.5	ENSG00000165887.11
chr10	16436983	16513737	11625	uc001ioh.3	ENSG00000165983.14
chr10	16513742	16522005	11626	uc001ioj.1	ENSG00000165985.9
chr10	18140676	18541127	11627	uc001ipr.3	ENSG00000165995.18
chr10	17589031	17617377	11628	uc001ipg.4	ENSG00000165996.13
chr10	18659404	18681639	11629	uc001iqd.2	ENSG00000165997.4
chr10	98134623	98244894	11635	uc009xvx.4	ENSG00000166024.13
chr10	122461524	122514908	11637	uc001lgj.2	ENSG00000166033.11
chr10	100535858	100559998	11657	uc001krj.5	ENSG00000166135.13
chr10	100523739	100529864	11658	uc001kri.3	ENSG00000166136.15
chr10	101354062	101557321	11671	uc001kta.5	ENSG00000166167.17
chr10	101578883	101588270	11672	uc001kti.3	ENSG00000166169.16
chr10	101588287	101609668	11674	uc001ktn.4	ENSG00000166171.12
chr10	102065389	102068038	11679	uc001kuj.4	ENSG00000166189.7
chr10	102152175	102163866	11681	uc001kuo.4	ENSG00000166197.16
chr10	70771238	70785401	11686	uc001jrj.1	ENSG00000166220.12
chr10	70815969	70881173	11687	uc001jrm.4	ENSG00000166224.16
chr10	70883509	70888784	11690	uc001jrn.3	ENSG00000166228.8
chr10	102776248	102816267	11702	uc001kwe.5	ENSG00000166272.16
chr10	102854222	102864961	11703	uc001kwi.3	ENSG00000166275.15
chr10	72215999	72235858	11707	uc001jsw.4	ENSG00000166295.8
chr10	73644880	73656072	11710	uc001jut.6	ENSG00000166317.11
chr10	73110458	73131828	11711	uc001jtj.5	ENSG00000166321.13
chr10	73423580	73433561	11720	uc001jud.4	ENSG00000166343.9
chr10	73497537	73625650	11722	uc001juo.4	ENSG00000166348.17
chr10	73801910	73811584	11766	uc001jvk.3	ENSG00000166507.16
chr10	133246477	133247891	11862	uc031wxq.2	ENSG00000166917.8
chr10	72273919	72276036	12183	uc001jsx.2	ENSG00000168209.4
chr10	23192326	23194252	12197	uc001irp.4	ENSG00000168267.5
chr10	22321210	22331484	12204	uc001irh.4	ENSG00000168283.13
chr10	27812167	27999048	12398	uc001itz.3	ENSG00000169126.15
chr10	114294823	114404485	12399	uc001lbn.5	ENSG00000169129.14
chr10	43643858	43648856	12534	uc001jbc.4	ENSG00000169740.13
chr10	43385616	43408882	12548	uc001jat.3	ENSG00000169813.16
chr10	43138485	43185308	12550	uc001jan.5	ENSG00000169826.7
chr10	60778453	60794852	12657	uc001jld.3	ENSG00000170312.15
chr10	48156557	48274870	12661	uc001jgi.5	ENSG00000170324.19
chr10	117542443	117549546	12670	uc001ldh.5	ENSG00000170370.11
chr10	129467183	129768007	12686	uc001lkh.3	ENSG00000170430.9
chr10	6202876	6225187	12714	uc057rmz.1	ENSG00000170525.18
chr10	32009009	32056431	12755	uc001iwe.5	ENSG00000170759.10
chr10	80336104	80356744	12762	uc001kbx.6	ENSG00000170788.13
chr10	97614552	97633500	12856	uc057vgc.1	ENSG00000171160.17
chr10	102644495	102658407	12868	uc001kvz.3	ENSG00000171206.13
chr10	69630257	69633599	12875	uc001jpq.5	ENSG00000171224.8
chr10	97446130	97457363	12888	uc001knj.5	ENSG00000171307.18
chr10	97436141	97446017	12890	uc001kni.4	ENSG00000171311.12
chr10	97426159	97433441	12891	uc001knh.4	ENSG00000171314.8
chr10	133553900	133568291	12996	uc057xak.1	ENSG00000171772.15
chr10	133230273	133231558	13004	uc001lmc.3	ENSG00000171794.3
chr10	133160446	133226412	13005	uc001llz.2	ENSG00000171798.17
chr10	132808391	132942585	13008	uc021qbc.1	ENSG00000171811.12
chr10	132397167	132417863	13010	uc001lll.5	ENSG00000171813.13
chr10	87863112	87971930	13026	uc001kfb.4	ENSG00000171862.9
chr10	63167220	63465881	13055	uc001jmn.5	ENSG00000171988.17
chr10	49131153	49134008	13187	uc001jhj.4	ENSG00000172538.6
chr10	73782062	73783652	13196	uc001jvc.5	ENSG00000172586.7
chr10	73674377	73697867	13203	uc009xri.4	ENSG00000172650.12
chr10	45727218	45792961	13204	uc001jcu.4	ENSG00000172661.17
chr10	45615594	45672348	13207	uc001jcm.6	ENSG00000172671.19
chr10	70298972	70382589	13217	uc031pvr.2	ENSG00000172731.13
chr10	98459117	99235862	13276	uc001kpn.3	ENSG00000172987.12
chr10	95907964	95938723	13292	uc010qoo.3	ENSG00000173088.12
chr10	95194199	95228928	13298	uc001kke.4	ENSG00000173124.14
chr10	94333225	94362939	13301	uc001kjq.2	ENSG00000173145.11
chr10	88802729	88820501	13324	uc009xtm.2	ENSG00000173239.13
chr10	86958655	86963260	13331	uc001keb.3	ENSG00000173267.13
chr10	86935539	86957863	13332	uc001kea.4	ENSG00000173269.13
chr10	5446610	5458463	13441	uc001iib.5	ENSG00000173848.18
chr10	103389049	103396466	13454	uc001kww.4	ENSG00000173915.12
chr10	91906588	91909483	13580	uc001khq.5	ENSG00000174721.9
chr10	125655693	125683144	13637	uc001lik.4	ENSG00000175018.12
chr10	124984316	125160513	13638	uc009yal.4	ENSG00000175029.16
chr10	37949571	37976633	13713	uc001ize.2	ENSG00000175395.15
chr10	131900643	131959834	13723	uc031wxk.2	ENSG00000175470.18
chr10	116545930	116567855	13734	uc001lcm.4	ENSG00000175535.6
chr10	131966454	131982013	13842	uc001lkv.3	ENSG00000176171.11
chr10	15095384	15097319	13856	uc001inw.4	ENSG00000176236.6
chr10	15077522	15088776	13858	uc001inv.4	ENSG00000176244.6
chr10	93893972	93903824	13865	uc001kjf.3	ENSG00000176273.14
chr10	131092390	131311721	13946	uc001lkp.4	ENSG00000176769.9
chr10	73744383	73772161	13995	uc001jux.4	ENSG00000176986.15
chr10	120597948	120600124	14040	uc031wvl.2	ENSG00000177234.7
chr10	35638248	35642278	14047	uc001iyz.2	ENSG00000177283.5
chr10	35605409	35608935	14048	uc001iyy.1	ENSG00000177291.3
chr10	49299192	49327487	14061	uc021pqa.3	ENSG00000177354.11
chr10	51695486	51699591	14114	uc001jjp.4	ENSG00000177613.8
chr10	118046823	118210153	14118	uc001ldm.5	ENSG00000177640.15
chr10	73631653	73641757	14151	uc001jur.5	ENSG00000177791.11
chr10	96130055	96163752	14158	uc031wpn.2	ENSG00000177853.14
chr10	80537901	80646560	14223	uc001kck.1	ENSG00000178217.13
chr10	5524008	5526771	14244	uc001iie.2	ENSG00000178363.4
chr10	5498696	5499555	14245	uc001iic.3	ENSG00000178372.7
chr10	49972834	49982053	14258	uc057tfo.1	ENSG00000178440.5
chr10	5393097	5404830	14263	uc001ihy.3	ENSG00000178462.11
chr10	5365008	5374692	14265	uc001ihx.2	ENSG00000178473.6
chr10	49679685	49695107	14284	uc001jib.4	ENSG00000178645.12
chr10	23316736	23344845	14376	uc010qcx.3	ENSG00000179133.11
chr10	68230623	68232103	14474	uc001jnq.4	ENSG00000179774.8
chr10	122980039	122990390	14517	uc001lgy.2	ENSG00000179988.13
chr10	132445188	132449408	14526	uc057wxm.1	ENSG00000180066.9
chr10	88932642	88940340	14537	uc001kfo.2	ENSG00000180139.11
chr10	649947	652655	14595	uc057rea.1	ENSG00000180525.11
chr10	21513477	21525682	14605	uc009xkd.4	ENSG00000180592.16
chr10	91163011	91284329	14611	uc001khh.5	ENSG00000180628.14
chr10	70597348	70602775	14613	uc009xqg.4	ENSG00000180644.6
chr10	127877840	127892947	14624	uc001lka.2	ENSG00000180745.4
chr10	70202829	70233427	14637	uc001jqv.2	ENSG00000180817.11
chr10	12068971	12123225	14704	uc001ild.6	ENSG00000181192.11
chr10	97332496	97334709	14715	uc001knd.2	ENSG00000181274.6
chr10	11316833	11319884	14791	uc057rqz.1	ENSG00000181800.5
chr10	62804856	62808483	14809	uc001jmg.4	ENSG00000181915.4
chr10	62193193	62268707	14824	uc001jlw.5	ENSG00000182010.10
chr10	124007665	124093607	14827	uc001lhn.4	ENSG00000182022.17
chr10	27398186	27414368	14835	uc001itu.3	ENSG00000182077.10
chr10	73248842	73252693	14863	uc001jts.1	ENSG00000182180.13
chr10	88664456	88678814	14900	uc001kfg.3	ENSG00000182333.14
chr10	116324427	116380029	14961	uc001lck.3	ENSG00000182645.5
chr10	85599554	86366478	14982	uc001kdl.2	ENSG00000182771.17
chr10	12349481	12835545	15047	uc001ilp.5	ENSG00000183049.12
chr10	103472803	103479240	15062	uc001kxg.4	ENSG00000183128.7
chr10	65912517	67696169	15084	uc001jmw.3	ENSG00000183230.16
chr10	61662960	61766766	15116	uc010qik.3	ENSG00000183346.6
chr10	122697708	122699822	15153	uc001lgn.3	ENSG00000183559.11
chr10	119140912	119165667	15166	uc001leb.4	ENSG00000183605.16
chr10	30844637	31031937	15170	uc010qdz.3	ENSG00000183621.15
chr10	88284958	88583213	15421	uc001kfe.4	ENSG00000184719.11
chr10	87225447	87234978	15460	uc001kek.4	ENSG00000184923.12
chr10	74120254	74151063	15485	uc001jwh.4	ENSG00000185009.12
chr10	14819979	14838072	15551	uc001inb.3	ENSG00000185267.9
chr10	79555851	79560395	15561	uc001kal.5	ENSG00000185303.15
chr10	50991357	52298350	15609	uc001jjm.4	ENSG00000185532.15
chr10	1177317	1737476	15652	uc009xhq.4	ENSG00000185736.15
chr10	81875313	82985645	15653	uc001kco.3	ENSG00000185737.12
chr10	89392545	89403988	15656	uc001kgi.5	ENSG00000185745.9
chr10	25016657	25026664	15686	uc057shy.1	ENSG00000185875.12
chr10	42475542	42495336	15696	uc001izy.4	ENSG00000185904.11
chr10	103453386	103458888	15704	uc001kxe.3	ENSG00000185933.6
chr10	93566664	93590072	15771	uc010qnu.2	ENSG00000186188.10
chr10	127737234	127741186	15888	uc009yas.3	ENSG00000186766.7
chr10	117197488	117210299	15895	uc010qsr.2	ENSG00000186795.1
chr10	101017331	101031133	15913	uc001kso.3	ENSG00000186862.17
chr10	116590961	116609175	15952	uc001lco.2	ENSG00000187021.14
chr10	96998037	97185920	15975	uc001kmw.3	ENSG00000187122.16
chr10	4963252	4983283	15977	uc001ihq.4	ENSG00000187134.12
chr10	116881481	117005365	15983	uc001lcz.6	ENSG00000187164.17
chr10	14838163	14871741	16029	uc001inf.5	ENSG00000187522.13
chr10	93061263	93068697	16038	uc010qns.2	ENSG00000187553.8
chr10	49610300	49612720	16077	uc001jhw.3	ENSG00000187714.6
chr10	44911199	44937002	16097	uc001jbn.3	ENSG00000187783.11
chr10	122560664	122643736	16126	uc057wnp.1	ENSG00000187908.15
chr10	87020305	87024730	16171	uc010qmo.3	ENSG00000188100.8
chr10	79703226	79712757	16193	uc031wmo.1	ENSG00000188199.10
chr10	45825593	45847473	16201	uc057szm.1	ENSG00000188234.13
chr10	116849511	116882601	16220	uc021pzj.1	ENSG00000188316.13
chr10	84173737	84185294	16233	uc001kcu.4	ENSG00000188373.4
chr10	132104670	132184809	16236	uc001lkx.5	ENSG00000188385.11
chr10	50182777	50248610	16280	uc001jjd.4	ENSG00000188611.14
chr10	119029715	119033732	16282	uc009xzf.2	ENSG00000188613.6
chr10	123135961	123137741	16283	uc010quc.3	ENSG00000188620.9
chr10	96000125	96032684	16291	uc001kll.4	ENSG00000188649.11
chr10	125788577	125823227	16300	uc001lix.5	ENSG00000188690.12
chr10	75037835	75058514	16307	uc001jwq.1	ENSG00000188716.5
chr10	123148121	123150672	16333	uc001lhc.1	ENSG00000188816.3
chr10	127135429	127196158	16355	uc001ljv.2	ENSG00000188916.8
chr10	47487218	47491693	16395	uc010qge.4	ENSG00000189090.7
chr10	80132720	80145359	16402	uc001kbp.2	ENSG00000189129.13
chr10	38010669	38060053	16416	uc001izh.4	ENSG00000189180.15
chr10	131772397	131790199	16435	uc021qba.1	ENSG00000189275.3
chr10	124619291	124744050	16445	uc001lhv.2	ENSG00000189319.13
chr10	68735719	68735823	16473	uc057trw.1	ENSG00000195401.2
chr10	100274694	100286712	16475	uc001kqw.3	ENSG00000196072.11
chr10	5093792	5107686	16497	uc001ihu.4	ENSG00000196139.12
chr10	123009015	123058311	16511	uc001lhb.4	ENSG00000196177.12
chr10	96832281	96958933	16529	uc021pwp.2	ENSG00000196233.11
chr10	5638867	5666578	16577	uc001iig.3	ENSG00000196372.12
chr10	87610162	87660003	16642	uc057usc.1	ENSG00000196566.2
chr10	42589106	42638544	16683	uc001jaf.1	ENSG00000196693.14
chr10	43556346	43574618	16712	uc009xmk.4	ENSG00000196793.13
chr10	113854660	113917194	16730	uc001lax.3	ENSG00000196865.4
chr10	61406646	61453450	16746	uc001jlo.3	ENSG00000196932.11
chr10	73772290	73776219	16758	uc001jva.4	ENSG00000196968.10
chr10	112374017	112428376	16810	uc001kzs.4	ENSG00000197142.10
chr10	133087904	133131675	16821	uc001llx.4	ENSG00000197177.15
chr10	8050449	8053484	16854	uc001ijx.1	ENSG00000197308.8
chr10	29458058	29634972	16857	uc001iut.2	ENSG00000197321.14
chr10	96343215	96359302	16891	uc001kmj.5	ENSG00000197430.10
chr10	49734642	49762323	16894	uc001jie.4	ENSG00000197444.9
chr10	69801931	69959148	16904	uc057tul.1	ENSG00000197467.13
chr10	71816297	71851375	16976	uc001jsm.5	ENSG00000197746.13
chr10	104129887	104232362	16978	uc001kxw.3	ENSG00000197748.12
chr10	119829403	119872754	16986	uc001ler.4	ENSG00000197771.12
chr10	14959438	14972851	17020	uc009xjk.1	ENSG00000197889.9
chr10	113588715	113664046	17023	uc057wbq.1	ENSG00000197893.13
chr10	99659505	99706240	17064	uc001kqa.5	ENSG00000198018.6
chr10	92291162	92353964	17080	uc001khx.1	ENSG00000198060.9
chr10	37828764	37858084	17096	uc010qeu.2	ENSG00000198105.11
chr10	71319257	71363385	17135	uc001jrr.5	ENSG00000198246.7
chr10	43606406	43617903	17144	uc010qfc.3	ENSG00000198298.12
chr10	101784442	101818418	17169	uc001ktv.3	ENSG00000198408.13
chr10	133308474	133313158	17205	uc001lmj.2	ENSG00000198546.14
chr10	5195462	5218949	17226	uc057rjf.1	ENSG00000198610.10
chr10	87659612	87747705	17247	uc001kex.4	ENSG00000198682.12
chr10	102107559	102114946	17267	uc001kuk.6	ENSG00000198728.10
chr10	66926005	67099830	17273	uc001jmz.2	ENSG00000198739.10
chr10	119726096	119829278	17315	uc001leo.4	ENSG00000198825.11
chr10	119207588	119455619	17344	uc001led.4	ENSG00000198873.11
chr10	7158623	7411486	17348	uc001ijn.2	ENSG00000198879.11
chr10	43194535	43266919	17369	uc001jap.3	ENSG00000198915.11
chr10	113834728	113854383	17374	uc031pxf.2	ENSG00000198924.7
chr10	68988720	69016982	17391	uc001joy.4	ENSG00000198954.6
chr10	50305599	50623983	17396	uc001jje.4	ENSG00000198964.13
chr10	89592742	89592829	17410	uc001kgq.3	ENSG00000198997.1
chr10	86264693	86264788	17448	uc010qmg.2	ENSG00000199104.2
chr10	34201978	34202074	17476	uc057sro.1	ENSG00000199200.2
chr10	73192222	73192325	17477	uc057tzw.1	ENSG00000199201.1
chr10	21481715	21481817	17486	uc031vzl.2	ENSG00000199222.1
chr10	126779701	126779774	17525	uc057wtw.1	ENSG00000199321.1
chr10	110761141	110761242	17546	uc057vyw.1	ENSG00000199364.1
chr10	28874392	28874507	17562	uc057smi.1	ENSG00000199402.1
chr10	13727795	13727916	17565	uc057rxd.1	ENSG00000199407.1
chr10	63110138	63110246	17578	uc057tnn.1	ENSG00000199446.1
chr10	124766195	124766297	17588	uc021qam.1	ENSG00000199466.1
chr10	24640165	24640284	17620	uc057shr.1	ENSG00000199535.1
chr10	77587048	77587159	17645	uc021ptv.1	ENSG00000199592.1
chr10	68461406	68461525	17665	uc057trd.1	ENSG00000199638.1
chr10	77776950	77777055	17671	uc057ujh.1	ENSG00000199664.1
chr10	26509588	26509704	17704	uc057sin.1	ENSG00000199733.1
chr10	27088320	27088427	17757	uc057sjm.1	ENSG00000199855.1
chr10	92272146	92272250	17773	uc057uvv.1	ENSG00000199881.1
chr10	107461559	107461669	17855	uc057vvl.1	ENSG00000200079.1
chr10	35250958	35251052	17864	uc057stk.1	ENSG00000200097.1
chr10	72220751	72220852	17896	uc057txy.1	ENSG00000200170.1
chr10	86889568	86889733	17900	uc057uqm.1	ENSG00000200176.1
chr10	109239638	109239746	17917	uc021pxz.3	ENSG00000200217.1
chr10	68846804	68846911	17918	uc057tsd.1	ENSG00000200218.1
chr10	87041237	87041341	17935	uc057urg.1	ENSG00000200253.1
chr10	72180857	72180989	17954	uc057txq.1	ENSG00000200294.1
chr10	73279061	73279168	17985	uc057uas.1	ENSG00000200356.1
chr10	27315119	27315226	17990	uc057skb.1	ENSG00000200369.1
chr10	32394557	32394665	18042	uc057spt.1	ENSG00000200484.1
chr10	86052447	86052566	18045	uc057upv.1	ENSG00000200487.1
chr10	19598246	19598463	18069	uc057scx.1	ENSG00000200545.2
chr10	106970020	106970150	18106	uc021pxx.1	ENSG00000200626.1
chr10	96112746	96112851	18151	uc057vcb.1	ENSG00000200728.1
chr10	97421194	97421307	18155	uc057vej.1	ENSG00000200737.1
chr10	83067961	83068071	18172	uc057uoh.1	ENSG00000200774.1
chr10	84003331	84003479	18178	uc057uol.1	ENSG00000200789.1
chr10	10232610	10232712	18208	uc057rpt.1	ENSG00000200849.1
chr10	30299568	30299673	18226	uc057snf.1	ENSG00000200887.1
chr10	87994617	87994695	18230	uc057uso.1	ENSG00000200891.1
chr10	116538182	116538276	18244	uc057wdv.1	ENSG00000200935.1
chr10	28760698	28760803	18268	uc057smb.1	ENSG00000201001.1
chr10	73082493	73082595	18293	uc057tzj.1	ENSG00000201047.1
chr10	52852606	52852703	18353	uc057thq.1	ENSG00000201196.1
chr10	16207820	16207927	18379	uc057sab.1	ENSG00000201260.1
chr10	21933142	21933438	18433	uc057sel.1	ENSG00000201364.1
chr10	21661634	21661741	18447	uc057sec.1	ENSG00000201390.1
chr10	78367506	78367623	18449	uc031pwc.1	ENSG00000201393.1
chr10	92710498	92710608	18457	uc057uwl.1	ENSG00000201412.1
chr10	88585637	88585733	18522	uc057uss.1	ENSG00000201548.1
chr10	6149622	6149940	18540	uc057rmr.1	ENSG00000201581.1
chr10	90922730	90922835	18553	uc021pwe.1	ENSG00000201604.1
chr10	14663394	14663494	18633	uc057ryf.1	ENSG00000201766.1
chr10	282014	282125	18680	uc021pmi.3	ENSG00000201861.1
chr10	72654164	72654276	18687	uc057tys.1	ENSG00000201881.1
chr10	121846599	121846700	18689	uc057wlv.1	ENSG00000201884.1
chr10	76260799	76260903	18718	uc057uhj.1	ENSG00000201954.1
chr10	96619375	96619483	18757	uc021pwo.1	ENSG00000202047.1
chr10	60081740	60081854	18812	uc021prg.1	ENSG00000202190.1
chr10	122345689	122345793	18837	uc057wng.1	ENSG00000202245.1
chr10	92334462	92334564	18866	uc057uvy.1	ENSG00000202297.1
chr10	13511205	13511313	18964	uc057rui.1	ENSG00000202508.1
chr10	72391963	72392069	18966	uc057tyi.1	ENSG00000202513.1
chr10	102436499	102436609	18985	uc021pxj.2	ENSG00000202569.3
chr10	108547974	108561815	19009	uc057vwh.1	ENSG00000203434.2
